wave,cases,hosp,hosp_lower,hosp_upper,icu,icu_lower,icu_upper,death,death_lower,death_upper
1.0,37755.0,0.3659382863196928,0.050754103590107943,0.05242968693544528,0.13452522844656337,0.018449442425026653,0.019482699445216894,0.14268308833267118,0.01958445808497683,0.020647959370231277
2.0,50103.0,0.2715206674251043,0.04052308741436734,0.0418789526479006,0.10442488473744087,0.01541966792186178,0.016271560658392983,0.09947508133245514,0.014678635113580174,0.015510409848956094
3.0,91234.0,0.20742267137251463,0.023881014988669604,0.024562812800741567,0.07673674288094351,0.008752018957276037,0.009169944599776783,0.09358353245500581,0.010697741993732853,0.011158810620196156
4.0,51976.0,0.09848776358319224,0.016353561134926125,0.017266783146856892,0.018085270124672925,0.00288981754830443,0.0032838733336795576,0.029571340618747114,0.00479562644844621,0.005299014919223353
