wave,cases,hosp,hosp_lower,hosp_upper,icu,icu_lower,icu_upper,death,death_lower,death_upper
1.0,267794.0,0.10683585143804566,0.10566588926960008,0.10800581360649125,0.034873820922052025,0.03417897344582457,0.03556866839827948,0.026453169227092465,0.02584536327506929,0.02706097517911564
2.0,330186.0,0.07439443222910723,0.07349937261983173,0.07528949183838272,0.025670379725366916,0.02513094628851042,0.02620981316222341,0.018377520549023883,0.01791939504514897,0.018835646052898797
3.0,781276.0,0.05441866894669745,0.05391566748004457,0.05492167041335034,0.020053092633077172,0.01974225198724135,0.020363933278912994,0.016889037932817597,0.01660331205594652,0.017174763809688673
4.0,304518.0,0.02818880985688859,0.027600953898497756,0.028776665815279424,0.004469358133180962,0.004232443710153322,0.004706272556208601,0.005572741184429164,0.005308340513027093,0.0058371418558312346
