wave,cases,hosp,hosp_lower,hosp_upper,icu,icu_lower,icu_upper,death,death_lower,death_upper
1.0,37755.0,13816.0,0.05153818099516663,0.05164560953038659,5079.0,0.018932947757903027,0.01899919411234052,5387.0,0.020082116008313975,0.020150301446894132
2.0,50103.0,13604.0,0.04115755498464748,0.041244485077620456,5232.0,0.015818305117741318,0.015872923462513445,8538.0,0.025823444466459903,0.02589286088870355
3.0,91234.0,18924.0,0.0242000574646835,0.02424377032472767,7001.0,0.008947584313181087,0.008974379243871733,1537.0,0.001960995021665041,0.0019735940352111465
4.0,51976.0,5119.0,0.01678089693254531,0.01683944734923771,940.0,0.003074213172971545,0.0030994777090124423,4984.0,0.01633795548045871,0.016395741706571286
