t_start,t_end,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),window_start,window_end
16,30,1.7784120130928052,0.05967959956262994,1.6633504266481227,1.6813994970787427,1.7378031414217083,1.77774448558349,1.8182932142480233,1.877701536762438,1.8972670493754602,2020-03-13,2020-03-27
17,31,1.6881182335711615,0.05494356860887539,1.5821344519359268,1.5987721188606037,1.6507416205487517,1.687522184057895,1.7248450930851624,1.779497536150895,1.7974892701267833,2020-03-14,2020-03-28
18,32,1.5910813332726548,0.05069606667917922,1.4932575520149778,1.5086220995012258,1.5566002098938394,1.5905429286785235,1.6249755412518307,1.6753771215829865,1.691964784217655,2020-03-15,2020-03-29
19,33,1.4889943071205738,0.046852454806800094,1.398569401073705,1.4127760670257186,1.4571306636627246,1.4885029187006165,1.520322287240514,1.5668887244345335,1.5822116981268344,2020-03-16,2020-03-30
20,34,1.3950197514123066,0.043551856868299606,1.3109547021570689,1.3241646005134613,1.3654026606033915,1.3945665548074337,1.4241428116646264,1.4674208031365337,1.4816602479075156,2020-03-17,2020-03-31
21,35,1.2793081027982796,0.04027444528972162,1.2015793098594942,1.2137911460055544,1.251917954588009,1.27888549528557,1.3062375658632692,1.3462666179596272,1.359438509329061,2020-03-18,2020-04-01
22,36,1.2558108372364802,0.03875516382085765,1.180991184875131,1.1927514213879398,1.229458119393017,1.255412189637145,1.2817289882785072,1.3202300814133276,1.3328959437908152,2020-03-19,2020-04-02
23,37,1.1972641063012965,0.036965979518873086,1.1258991244561931,1.13711622885762,1.1721279025170512,1.1968836816276753,1.221985608152471,1.2587096517888212,1.2707909841756486,2020-03-20,2020-04-03
24,38,1.129354954548066,0.03520649364414915,1.0613968303518222,1.0720760657098147,1.1054133400165245,1.128989133397158,1.1528977866593895,1.187881697418563,1.1993919846698258,2020-03-21,2020-04-04
25,39,1.1014634259345726,0.034220803561592274,1.0354044948503776,1.0457861005396887,1.0781927424305797,1.1011090500015095,1.1243478034149315,1.1583495644908515,1.1695362216804162,2020-03-22,2020-04-05
26,40,1.0659664789290282,0.03326276335042356,1.0017612502075233,1.0118505106396736,1.0433464915938953,1.0656205182184195,1.0882093337693117,1.1212625552326418,1.1321377496693648,2020-03-23,2020-04-06
27,41,1.0734142906051887,0.03307906209053685,1.0095513705148262,1.0195897452560836,1.0509214590413605,1.0730745141374602,1.0955367309199742,1.1283978487274127,1.1392081091913546,2020-03-24,2020-04-07
28,42,1.0540244670907861,0.032558924522400286,0.9911680213933153,1.001047650646785,1.031884898280277,1.0536892365416723,1.075798600209566,1.1081447897348962,1.118785977404005,2020-03-25,2020-04-08
29,43,1.068946174968568,0.03260255268904258,1.0059933162424275,1.015890982822549,1.0467791557749924,1.068614737067975,1.090751892641923,1.1231319360562986,1.1337825458323108,2020-03-26,2020-04-09
30,44,1.0378182785729249,0.03196693588516443,0.9761019979763225,0.9858030563278226,1.0160817429143563,1.0374900812582857,1.0591970454410267,1.0909530158937326,1.1013996551034024,2020-03-27,2020-04-10
31,45,1.055492085109805,0.03208790406913979,0.9935299347953568,1.003272557051249,1.033675536392298,1.055166935923688,1.07695418760457,1.1088207306202522,1.119302009876444,2020-03-28,2020-04-11
32,46,1.0443794675089915,0.031794178099658045,0.9829857913725905,0.9926387253988755,1.022762389030384,1.0440568471536564,1.0656448564731502,1.0972207009827244,1.1076065470688696,2020-03-29,2020-04-12
33,47,1.0441150718459824,0.03166894478369807,0.9829598148390127,0.9925760673389175,1.022583759487632,1.0437949068256216,1.065297371202427,1.0967461922767356,1.1070897791304835,2020-03-30,2020-04-13
34,48,1.033795504328918,0.03139930230455457,0.9731622092856476,0.9826960884717151,1.0124472890453955,1.0334776264166872,1.0547971998158943,1.0859792345622876,1.0962352522955945,2020-03-31,2020-04-14
35,49,1.0279048251736873,0.031205995075910344,0.9676443957647488,0.9771197451362515,1.0066881145301554,1.027589049854062,1.0487773080571332,1.0797670474220888,1.0899597588040992,2020-04-01,2020-04-15
36,50,1.0606847762273897,0.031609464634168444,0.9996283454923107,1.009232852832028,1.0391968226922073,1.0603707948963403,1.0818304573643338,1.1132077221669687,1.1235255169708525,2020-04-02,2020-04-16
37,51,1.074656253099166,0.03173129970986637,1.013356163241684,1.0230009695109192,1.0530869931328695,1.0743439599536342,1.0958850808347933,1.1273768005676794,1.137731059618503,2020-04-03,2020-04-17
38,52,1.0834529592734614,0.031742936289136124,1.022123432309665,1.0317745167436043,1.0618770573258658,1.0831429742002883,1.1046909449234583,1.1361887925386362,1.1465440867587258,2020-04-04,2020-04-18
39,53,1.1245729572291896,0.032183242954254676,1.0623717932414622,1.0721649984206951,1.1027015941518272,1.1242659634094845,1.1461096644783857,1.1780281030880522,1.1885187237444848,2020-04-05,2020-04-19
40,54,1.109318766548487,0.03177272817680429,1.0479117256825474,1.0575797319871638,1.0877262544033293,1.1090154400997387,1.1305806206993334,1.162092478393162,1.17244956876141,2020-04-06,2020-04-20
41,55,1.1337954819130918,0.031877882041996305,1.0721691808772118,1.0818755033027394,1.1121344348111029,1.1334967355748482,1.1551308635974953,1.1867345144275374,1.1971195168156952,2020-04-07,2020-04-21
42,56,1.1108099339736703,0.03129352472975167,1.0503149805530285,1.059842717398409,1.0895456533826935,1.1105160827365916,1.1317538853539024,1.1627795067853406,1.1729748030160625,2020-04-08,2020-04-22
43,57,1.1067693089286668,0.03095933906626155,1.0469144885474442,1.0563428029870727,1.0857331882712733,1.1064806500933093,1.12749076056431,1.1581804592430613,1.168264537468322,2020-04-09,2020-04-23
44,58,1.1074497599158541,0.030703323256344985,1.0480826098521177,1.057435833949451,1.086588928918981,1.1071660296308115,1.128001294437224,1.1584315184038503,1.1684293101516914,2020-04-10,2020-04-24
45,59,1.1187188122342513,0.03060678495146102,1.059527624417521,1.0688556604185762,1.097925529387571,1.1184397031581332,1.1392078360746747,1.1695340330638788,1.1794961389325351,2020-04-11,2020-04-25
46,60,1.1014666592831976,0.03012351538485716,1.0432097831261111,1.0523906492492776,1.0810017484430579,1.1011920599747627,1.1216322272464598,1.1514793550590874,1.1612840459371054,2020-04-12,2020-04-26
47,61,1.1221908805415934,0.030153786004015627,1.063861676482603,1.0730572066579867,1.1017079277646282,1.1219208100594515,1.1423794271708227,1.1722457917631954,1.1820548588971083,2020-04-13,2020-04-27
48,62,1.1192392143104881,0.029870284842299116,1.0614532014897202,1.070564332556797,1.0989497931584318,1.118973499219844,1.1392389770975868,1.168820476681624,1.1785352505091535,2020-04-14,2020-04-28
49,63,1.1653672559281099,0.03022089535290129,1.1068811351057553,1.1161078248159921,1.1448436825533097,1.165106031807323,1.185606066316507,1.2155177483287132,1.2253378792927472,2020-04-15,2020-04-29
50,64,1.1896840883435233,0.030257072666575447,1.1311135037080395,1.1403569428520632,1.1691385973179254,1.1894275901813514,1.2099499680273011,1.2398861742951082,1.2497123189891572,2020-04-16,2020-04-30
51,65,1.183593153343364,0.029852188370958172,1.1258003039289426,1.1349224312333364,1.1633236974677834,1.183342188855368,1.2035890301243835,1.2331199399590853,1.2428122018034702,2020-04-17,2020-05-01
52,66,1.2166641154726494,0.029888866473890444,1.1587815387534277,1.1679222664250302,1.1963731944531333,1.2164193718407141,1.236688238614313,1.2662408089338546,1.2759375394831889,2020-04-18,2020-05-02
53,67,1.2480642826364037,0.02986859780660669,1.1902028578332562,1.1993445369102522,1.2277904506234276,1.2478260195752233,1.2680783811283782,1.2975967667870885,1.3072797269887382,2020-04-19,2020-05-03
54,68,1.2343128624904363,0.02926424207552325,1.1776159612708867,1.1865751323454645,1.2144503948885175,1.2340815955354882,1.2539232230503738,1.2828394666191305,1.2923240254281003,2020-04-20,2020-05-04
55,69,1.241367855252009,0.02886901988958161,1.1854241683615272,1.194267280494417,1.2217759371263583,1.2411440715739208,1.2607158238281628,1.2892317777268232,1.2985832776589743,2020-04-21,2020-05-05
56,70,1.2547079458411838,0.028538209466676283,1.1993913945794348,1.2081386769854878,1.2353430982263567,1.254491586214789,1.2738369368326552,1.302015238167463,1.3112540429989628,2020-04-22,2020-05-06
57,71,1.3081699223194956,0.028642241847564236,1.252628477778647,1.261416837923224,1.288738772209098,1.307960888642088,1.3273732017207889,1.3556360405301615,1.364899280833888,2020-04-23,2020-05-07
58,72,1.3133610219299876,0.02818085806847602,1.2587024897558086,1.2673539408097412,1.2942450545904922,1.3131594680344802,1.3322572722829977,1.3600556225473055,1.3691649616257198,2020-04-24,2020-05-08
59,73,1.3344639219247005,0.027837602213651707,1.280455307922737,1.2890076501890915,1.315583726530041,1.3342703580279482,1.3531331102270556,1.3805804584256038,1.389572537558745,2020-04-25,2020-05-09
60,74,1.3486736706022033,0.02738741278925258,1.295524017206354,1.3039437758969512,1.3301014833481961,1.3484882904361057,1.3670437718705404,1.3940359145184151,1.4028768187222502,2020-04-26,2020-05-10
61,75,1.4197905607886185,0.027466673031772592,1.3664619028622635,1.374915999991662,1.401169293478723,1.4196134451363531,1.4382187512223295,1.4652692796417406,1.474125747617687,2020-04-27,2020-05-11
