t_start,t_end,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),window_start,window_end
62,76,1.4404370822898955,0.027000813267181182,1.3879974595135407,1.3963142931530974,1.4221345194810109,1.4402683768453255,1.4585557362380364,1.485135341409434,1.493835439954769,2020-04-28,2020-05-12
63,77,1.4551555072223137,0.02641374979040135,1.4038411148739287,1.4119830367606823,1.4372536616227878,1.4549956909574626,1.4728831341269162,1.4988731257849197,1.5073781184586226,2020-04-29,2020-05-13
64,78,1.447496199467888,0.02558835945963748,1.3977737394472736,1.4056658215305242,1.430155910849671,1.4473454214063335,1.464672122039464,1.4898408953112183,1.4980755154094587,2020-04-30,2020-05-14
65,79,1.4290249153220609,0.02466770947063748,1.3810816574817095,1.38869366251072,1.4123103365337892,1.4288829805108496,1.4455847682068483,1.4698403208584725,1.4777747739666534,2020-05-01,2020-05-15
66,80,1.4207759830739328,0.023862584944807478,1.3743869286349704,1.3817546919490904,1.404608923854838,1.4206423909507058,1.436797410861668,1.460252969208503,1.467924227839483,2020-05-02,2020-05-16
67,81,1.373274058936355,0.022774312683204963,1.3289960246921757,1.3360295950834615,1.3578451667714961,1.3731481649433985,1.3885657115319447,1.4109479587534142,1.418267535886663,2020-05-03,2020-05-17
68,82,1.346132543105767,0.021909342551114867,1.303529758921427,1.310298744793027,1.3312908409272726,1.3460136811711338,1.360844671471976,1.3823717903650394,1.3894108076133536,2020-05-04,2020-05-18
69,83,1.3639322882787246,0.021469267724878897,1.3221742881345213,1.328811651250616,1.3493907409447572,1.3638196427336058,1.3783510383633837,1.3994371695451628,1.4063304417734777,2020-05-05,2020-05-19
70,84,1.37814443046963,0.021040986039818726,1.3372099627999778,1.34371868120254,1.3638947371704615,1.3780373500195864,1.3922773931048407,1.4129354408998758,1.419687425724767,2020-05-06,2020-05-20
71,85,1.396958765014709,0.02065549022890253,1.3567647928146815,1.3631580226850972,1.382971913524195,1.3968569620220677,1.4108346388713124,1.4311067665937602,1.4377312736386787,2020-05-07,2020-05-21
72,86,1.3567940966212282,0.019835238312441616,1.3181931195244334,1.3243337179387966,1.343363267487985,1.3566974394358209,1.3701195576636036,1.3895841817290995,1.3959443670581435,2020-05-08,2020-05-22
73,87,1.3570287215368577,0.019319214614445447,1.319424927547474,1.3254085699468006,1.3439486195489057,1.3569370438972221,1.3700088837185584,1.388961593852196,1.3951535106670523,2020-05-09,2020-05-23
74,88,1.338088648362844,0.018698531421069576,1.3016883103701296,1.3074815656615797,1.3254296550806768,1.3380015512357761,1.3506526951394133,1.3689928272350902,1.374983950933693,2020-05-10,2020-05-24
75,89,1.31003415097746,0.018045848612088182,1.2749009696667895,1.2804933650936987,1.297817667102971,1.3099512907991493,1.3221603071261787,1.3398575804090203,1.3456382187277283,2020-05-11,2020-05-25
76,90,1.2757822439506514,0.0173869749266158,1.2419293871381714,1.2473185615678501,1.2640122518469918,1.2757032587970456,1.287466132571107,1.3045153518165755,1.3100839658320922,2020-05-12,2020-05-26
77,91,1.2359042972593914,0.01673352607658836,1.2033223038253127,1.2085095014915812,1.2245769183796762,1.2358287768884553,1.247149349688316,1.2635566998208967,1.268915465747221,2020-05-13,2020-05-27
78,92,1.221644364834193,0.016300186899404465,1.1899030787427107,1.1949571580225464,1.210610896895922,1.2215718687523185,1.2325988031571715,1.2485788623101088,1.253797639261128,2020-05-14,2020-05-28
79,93,1.2046393880337407,0.015893225399906643,1.1736883154822555,1.1786171091480233,1.1938818130083313,1.204569493809112,1.2153207697800386,1.2309000824094305,1.235987662833429,2020-05-15,2020-05-29
80,94,1.1985121442851032,0.015590092736721385,1.1681486521443787,1.1729845315298506,1.187960265333508,1.1984445469852654,1.2089903338789307,1.2242703375073511,1.2292597854919367,2020-05-16,2020-05-30
81,95,1.1846629355573872,0.015260903187366281,1.1549387508164668,1.159673244864174,1.1743342054609458,1.1845974055604318,1.1949202299045751,1.209876154957827,1.214759521092858,2020-05-17,2020-05-31
82,96,1.1749353639594644,0.014976141922600583,1.1457638846155704,1.1504108034809393,1.164799725962415,1.1748717341706088,1.185001637661899,1.1996769713607431,1.2044684454103267,2020-05-18,2020-06-01
83,97,1.224213216778557,0.01507587724259533,1.1948412758498663,1.199521601068073,1.2140112415180788,1.224151332125117,1.234347730139404,1.249115926586357,1.2539368424218342,2020-05-19,2020-06-02
84,98,1.2257292770464263,0.014880572273529371,1.196735372470706,1.2013560470153093,1.2156599304929654,1.2256690599709599,1.235732979559164,1.2503079129124364,1.2550653896650825,2020-05-20,2020-06-03
85,99,1.2053996737353136,0.01453766705526128,1.1770727969068202,1.1815874316093293,1.1955625705152715,1.2053412306185523,1.2151730667455574,1.2294112705622522,1.234058677372406,2020-05-21,2020-06-04
86,100,1.1703182578768305,0.014102267193301493,1.142839623629459,1.1472191020769233,1.1607758001820145,1.1702616145300744,1.1797989673328961,1.1936106292008997,1.1981187910079236,2020-05-22,2020-06-05
87,101,1.185342314815291,0.01398104887986794,1.1580964863855387,1.1624396680875246,1.1758825181450174,1.1852873466951774,1.194742189442007,1.2084324627133276,1.2129005219952085,2020-05-23,2020-06-06
88,102,1.194917818766484,0.01384580476391214,1.1679328145129775,1.1722350701445117,1.1855500446177796,1.1948643409509156,1.2042272954810649,1.2177829849921342,1.2222067325257162,2020-05-24,2020-06-07
89,103,1.1799825294355195,0.013573781881079446,1.1535266058144993,1.1577447671782395,1.1707990037341365,1.179930481741285,1.1891093167093438,1.2023978310231356,1.2067342353215436,2020-05-25,2020-06-08
90,104,1.199775084026239,0.013500233307167604,1.1734592863747515,1.177655873416061,1.1906419249651075,1.1997244481656155,1.2088530437257163,1.2220670180711761,1.2263786406427981,2020-05-26,2020-06-09
91,105,1.194266241623282,0.013286859792071825,1.1683647680058278,1.1724956640512483,1.1852777350931645,1.1942169674770875,1.2032010332255876,1.2162048976982869,1.2204477357172834,2020-05-27,2020-06-10
92,106,1.2521107791361734,0.013415558192281525,1.2259531748049777,1.2301261689882634,1.2430361961078051,1.2520628664487319,1.2611331313844774,1.274258823722326,1.2785406669289672,2020-05-28,2020-06-11
93,107,1.2718810423251274,0.013324885038169598,1.24589721903539,1.2500432070478171,1.2628683601839727,1.2718345098270665,1.2808429982580272,1.2938776040877955,1.2981293056021113,2020-05-29,2020-06-12
94,108,1.2934628234229144,0.01321581236942701,1.2676884385323484,1.2718017839213855,1.2845245293268082,1.293417813337614,1.3023520509237454,1.315277396320334,1.3194929965837352,2020-05-30,2020-06-13
95,109,1.2837106375252283,0.012924644167327989,1.2585022757553186,1.2625257258868945,1.2749696157295693,1.2836672618561638,1.2924043744393632,1.3050435074182833,1.3091654993342206,2020-05-31,2020-06-14
96,110,1.2677543328190888,0.012592205499557703,1.2431927409477042,1.247113347934117,1.2592384473027287,1.2677126415891253,1.2762247696994264,1.2885375301855941,1.2925528522212566,2020-06-01,2020-06-15
97,111,1.2684543333664495,0.012346552789449936,1.2443695596879423,1.2482146120152604,1.2601050192104977,1.2684142750303815,1.2767599789401716,1.2888306972505534,1.2927667549970574,2020-06-02,2020-06-16
98,112,1.255512874678624,0.012046094914773675,1.2320126215422638,1.2357647362188522,1.2473670443356248,1.2554743492244695,1.263616707469191,1.2753924268734798,1.279232064543282,2020-06-03,2020-06-17
99,113,1.2768787043846754,0.011917841793694088,1.2536256991274466,1.257339041812331,1.268820159470833,1.2768416258902533,1.2848968291080403,1.2965448449811026,1.3003424234399381,2020-06-04,2020-06-18
100,114,1.305531434603562,0.011826028673735351,1.2824544742756343,1.2861404406497043,1.2975355553075387,1.3054957264695868,1.3134883875685193,1.3250442321576106,1.3288113211055237,2020-06-05,2020-06-19
101,115,1.3326013976107052,0.01171746961767217,1.3097333204135162,1.31338662727297,1.3246794762089875,1.332567054141505,1.340485880332415,1.351933316553619,1.3556646457241386,2020-06-06,2020-06-20
102,116,1.3820019884342218,0.011685893013658808,1.3591917934501807,1.3628367454135115,1.3741021227753014,1.3819690508267886,1.3898659479734952,1.4012795845381272,1.4049993649594386,2020-06-07,2020-06-21
103,117,1.3690527167008826,0.011369363980349111,1.346858734906477,1.350405608447898,1.3613671389789817,1.369021244353263,1.3767039856178986,1.3878071799052285,1.3914255530988762,2020-06-08,2020-06-22
104,118,1.3654378871013313,0.011075892426672736,1.343814757074561,1.347270885281136,1.3579510772120948,1.3654079394642973,1.3728920503089475,1.3837070429490295,1.387231206941372,2020-06-09,2020-06-23
105,119,1.3665920525755562,0.010802171088667567,1.3455011749407264,1.3488727373388467,1.3592906682650079,1.3665635909074818,1.373862410094651,1.3844084530671015,1.3878446753982474,2020-06-10,2020-06-24
106,120,1.3777160708929337,0.010573443764460502,1.357069467436742,1.3603705589398982,1.3705697244412522,1.377689021942094,1.3848329305898166,1.3951538491962636,1.39851639119459,2020-06-11,2020-06-25
107,121,1.372170190417236,0.010286006200101762,1.3520831185562125,1.3552951647064446,1.365218446467683,1.3721444886561454,1.3790939162162854,1.3891328870943693,1.392403323166031,2020-06-12,2020-06-26
108,122,1.3933349546629934,0.010100608760349069,1.3736075683951563,1.3767626633156145,1.386508959245579,1.3933105475192389,1.4001343432232574,1.4099905009216072,1.4132010446265142,2020-06-13,2020-06-27
109,123,1.415294416148871,0.009918284843926862,1.3959208520236395,1.3990199003585515,1.4085920659505624,1.415271247332822,1.4219715094209613,1.4316479628044372,1.4347996466658217,2020-06-14,2020-06-28
110,124,1.4151430479557727,0.009655238056324037,1.396281600601669,1.3992991340385807,1.408618775187467,1.415121089430121,1.42164338316531,1.4310618643304343,1.4341292837292539,2020-06-15,2020-06-29
111,125,1.395985366002513,0.009326486880363933,1.3777648757769307,1.3806801657644523,1.3896834763797656,1.3959645961746026,1.4022646138957298,1.411361413945057,1.414323889382943,2020-06-16,2020-06-30
112,126,1.3950635210787576,0.009064780413518563,1.3773527315730894,1.380186845069115,1.3889387650262963,1.395043887555,1.4011668741151755,1.4100071687589277,1.4128858862234066,2020-06-17,2020-07-01
113,127,1.423456229967288,0.008906522427219945,1.4060526093823118,1.408838054684444,1.4174387895996834,1.42343765406355,1.429453420256534,1.438137769285055,1.440965415831081,2020-06-18,2020-07-02
114,128,1.4110337645651945,0.008626022396169315,1.394177073002798,1.3968752630967294,1.4052060594612361,1.4110161868857516,1.4168423077803947,1.4252522250375133,1.4279903485850034,2020-06-19,2020-07-03
115,129,1.4070270760209866,0.008373677866004793,1.3906622207521873,1.3932819913826975,1.4013700982021466,1.4070104645581778,1.4126659452482935,1.420828823813005,1.4234863328225686,2020-06-20,2020-07-04
116,130,1.3906008932884724,0.008092414770838314,1.3747847028139164,1.377316882118235,1.3851341199259621,1.3905851957470432,1.3960505543485016,1.4039384501461802,1.4065062915599558,2020-06-21,2020-07-05
117,131,1.338091850250468,0.007719175478148903,1.3230047654282346,1.32542030296445,1.3328772864139868,1.338077006836806,1.3432902328913714,1.350814029719246,1.3532632889345757,2020-06-22,2020-07-06
118,132,1.3280722751657177,0.007485691795120818,1.3134405930394308,1.3157834419186452,1.323015615973425,1.328058210801601,1.3331136024242833,1.340409083189011,1.3427838838828607,2020-06-23,2020-07-07
119,133,1.3174922077582385,0.007271862993337181,1.3032776719412962,1.3055539193521404,1.3125801455100403,1.3174788288313104,1.3223896852853911,1.3294761328540425,1.3317827748857658,2020-06-24,2020-07-08
120,134,1.3011265704710442,0.007057906628229358,1.2873296253616595,1.2895391536281129,1.296359154298652,1.3011138087202552,1.3058800747220336,1.312757518761665,1.314996039532148,2020-06-25,2020-07-09
121,135,1.2762027970932395,0.0068333152023369965,1.2628444338134253,1.2649838332323302,1.271587172404067,1.2761906009863122,1.280805126484077,1.2874633629410095,1.2896304698191499,2020-06-26,2020-07-10
122,136,1.2802097650627782,0.006697622046796174,1.2671158864631857,1.2692131136528342,1.2756859438509576,1.2801980851882377,1.284720853734435,1.2912462575455155,1.2933700194044815,2020-06-27,2020-07-11
123,137,1.2411634492000492,0.00646088865849608,1.2285322250210204,1.2305553877849518,1.2367995569391161,1.2411522384780302,1.2455151203563124,1.2518097513676347,1.2538583829671905,2020-06-28,2020-07-12
124,138,1.205248813906827,0.006242299268181547,1.1930447828267359,1.1949995585033557,1.2010325935197228,1.2052380370896911,1.2094532862003786,1.2155348299752595,1.2175140887303706,2020-06-29,2020-07-13
125,139,1.2034349529995707,0.006125719389478593,1.1914583241353922,1.1933767992749753,1.1992975723049348,1.2034245593120878,1.207561003260183,1.2135285605002346,1.2154706483143602,2020-06-30,2020-07-14
126,140,1.2099665031121323,0.006043490178853364,1.1981500964391785,1.2000430369811843,1.2058847650426516,1.209956441202856,1.2140372724275508,1.2199242912945285,1.2218400907687879,2020-07-01,2020-07-15
127,141,1.1973868620410737,0.0059206246027651115,1.1858104040330606,1.1876649729722477,1.1933881602365637,1.197377103639672,1.2013749259533772,1.2071420378693898,1.2090187762234264,2020-07-02,2020-07-16
128,142,1.1687564143705944,0.005761896781246598,1.157490232862688,1.1592951141139531,1.1648649302449483,1.1687469457860675,1.1726375765410615,1.1782500127960276,1.1800764050480157,2020-07-03,2020-07-17
129,143,1.1617254038421425,0.005662172171393516,1.1506539120238821,1.1524276751040676,1.15790132920382,1.1617162048385283,1.16553945040246,1.1710545111848831,1.1728491728246289,2020-07-04,2020-07-18
130,144,1.1507425867434542,0.005561219902289535,1.139868273842256,1.1416104987836377,1.146986733844734,1.1507336281445015,1.15448867363558,1.1599052332665785,1.1616678106096539,2020-07-05,2020-07-19
131,145,1.1350901784334182,0.005455714329135127,1.1244220331187962,1.12613125947236,1.1314056062064382,1.1350814376365315,1.1387652220855622,1.1440789130158784,1.1458079969623622,2020-07-06,2020-07-20
132,146,1.1417727215649618,0.0054093621824902955,1.1311948608571318,1.1328897061792083,1.1381195208432024,1.1417641789540587,1.1454166097595453,1.1506848765423232,1.152399129213223,2020-07-07,2020-07-21
133,147,1.1392017498989315,0.005345832276556733,1.128747891576733,1.1304229230791885,1.1355914974590455,1.1391933879368707,1.1428028867416542,1.148009100101247,1.149703128549615,2020-07-08,2020-07-22
134,148,1.1439009017251995,0.005301066618784365,1.1335342895696592,1.1351954116374046,1.1403209372124334,1.1438927129996752,1.1474719394904418,1.1526343242705386,1.15431404972085,2020-07-09,2020-07-23
135,149,1.1393489527226406,0.0052357442272814025,1.1291098903173802,1.1307506201188298,1.135813139017928,1.139340932650229,1.1428760235329998,1.1479746424934552,1.1496335925267274,2020-07-10,2020-07-24
136,150,1.1467727405020123,0.005198071228038427,1.1366070429960553,1.1382360903125588,1.1432624269623604,1.1467648866030837,1.1502744922973316,1.1553361810261358,1.156983071057152,2020-07-11,2020-07-25
137,151,1.122508821444867,0.005089290805611046,1.112555867418113,1.1141508214771518,1.1190719675126162,1.1225011300875376,1.125937290823712,1.1308930573036737,1.1325054848105176,2020-07-12,2020-07-26
138,152,1.1046652949564515,0.004996286596436165,1.0948941741801281,1.0964600019793134,1.1012912576732055,1.1046577624034974,1.10803112080315,1.1128962821290846,1.1144792225997735,2020-07-13,2020-07-27
139,153,1.125270183629699,0.004994447462944052,1.1155022594481012,1.1170676704823177,1.1218974645015465,1.1252627944483562,1.128634847614371,1.1334979019193985,1.1350800999098496,2020-07-14,2020-07-28
140,154,1.114037864439487,0.004926044838568415,1.1044036413417233,1.1059476439600924,1.1107113519881866,1.114030603797693,1.117356461871667,1.1221528516015633,1.1237133491563918,2020-07-15,2020-07-29
141,155,1.1033122643467954,0.004859086456850121,1.0938089150066261,1.0953319629713525,1.1000309838061952,1.1033051310703816,1.1065857687126417,1.1113168979504755,1.112856151499399,2020-07-16,2020-07-30
142,156,1.0918190859045036,0.004792276864905089,1.0824463346252668,1.083948468468655,1.0885829338853976,1.0918120743975526,1.095047594492969,1.099713620202311,1.101231682990582,2020-07-17,2020-07-31
143,157,1.0760913557921505,0.004719608140155897,1.0668607151234129,1.0683400770701494,1.0729042787427039,1.0760844559208445,1.079270911107944,1.0838661705771813,1.0853612078517223,2020-07-18,2020-08-01
144,158,1.0720469362560794,0.004676703500017677,1.0629001046164719,1.0643660596422313,1.0688888518632673,1.072040135704654,1.0751976071864522,1.0797510101441548,1.0812324148600574,2020-07-19,2020-08-02
145,159,1.0435689462391862,0.00458486893324079,1.0346018623254072,1.0360389771108616,1.0404728501853757,1.0435622317813424,1.0466577226835132,1.051121818969052,1.0525741878545885,2020-07-20,2020-08-03
146,160,1.0398608585190463,0.004551347333419487,1.0309592645871726,1.032385900656492,1.0367874127403187,1.0398542182912172,1.0429270656083833,1.0473584667780675,1.0488001883096545,2020-07-21,2020-08-04
147,161,1.026104434980974,0.0045015839313235825,1.017300212541097,1.0187112327508867,1.0230645852854667,1.0260978520789847,1.029137108479532,1.0335200920640977,1.0349460675015962,2020-07-22,2020-08-05
148,162,1.0191171976399835,0.004470887462987952,1.0103730113414813,1.0117744098233812,1.0160980768267551,1.019110659689963,1.0221291912596022,1.0264822869745345,1.0278985385609565,2020-07-23,2020-08-06
149,163,1.0117771358315304,0.004443306711736171,1.0030869113665555,1.0044796569910472,1.0087766362063129,1.011770631450519,1.0147705448576165,1.0190968016831488,1.0205043241490914,2020-07-24,2020-08-07
150,164,0.9957142297630406,0.0043996605073963755,0.9871094813349032,0.9884885011719363,0.9927431823139137,0.9957077496607495,0.9986782130799564,1.0029620625484736,1.0043558040697178,2020-07-25,2020-08-08
151,165,0.9841475076881641,0.004368857181377747,0.9756030891652486,0.976972419965078,0.9811972451426149,0.9841410429083648,0.987090722804989,0.9913446473392428,0.9927286650130962,2020-07-26,2020-08-09
152,166,0.9663808153050462,0.0043280666434699034,0.957916334914179,0.9592728161987214,0.963458067560903,0.9663743540362559,0.9692965194479679,0.9735108543630464,0.9748820145449981,2020-07-27,2020-08-10
153,167,0.9902673194152393,0.00438437565793179,0.9816925016116962,0.9830667158841627,0.9873065866516954,0.9902608488635666,0.9932209984579686,0.9974899945626607,0.9988789088219212,2020-07-28,2020-08-11
154,168,0.9645750912510953,0.0043337794739333755,0.9560994969928686,0.9574577453015873,0.9616484744299556,0.9645686007862846,0.9674946326436755,0.9717145767424669,0.9730875702768844,2020-07-29,2020-08-12
155,169,0.9615404226877772,0.004333373917415402,0.9530656781390565,0.9544237767814482,0.9586140689741607,0.9615339129573266,0.9644596799708677,0.9686792738527625,0.9700521614890187,2020-07-30,2020-08-13
156,170,0.9535253796550412,0.0043243003169503675,0.945068496645153,0.9464237051628959,0.9506051312485507,0.9535188426675492,0.9564385019174222,0.9606493523820199,0.9620194118168119,2020-07-31,2020-08-14
157,171,0.948893764451958,0.004325414276700382,0.9404347985639112,0.9417903180358554,0.9459727455698135,0.9488871921722752,0.9518076187170721,0.9560196294876612,0.9573900800543483,2020-08-01,2020-08-15
158,172,0.9426375531904729,0.004325163249056685,0.9341792012719258,0.9355345929953193,0.9397166804118701,0.9426309380590867,0.9455512146383093,0.9497630781761601,0.9511334983458715,2020-08-02,2020-08-16
159,173,0.9132111732255955,0.004273037387067549,0.9048551273844616,0.9061940374683944,0.9103254320970121,0.9132045085295002,0.9160896489917485,0.920251042842978,0.9216050939752627,2020-08-03,2020-08-17
160,174,0.9119298773750316,0.004288930356720238,0.9035428500499598,0.9048867010693782,0.9090333845476418,0.9119231535760681,0.9148190404104216,0.9189959891459356,0.9203551154851667,2020-08-04,2020-08-18
161,175,0.9108050692245607,0.004310661188997162,0.9023756684687707,0.9037262800197058,0.9078938775764344,0.9107982687298304,0.9137088474726419,0.9179070555106565,0.9192731166208825,2020-08-05,2020-08-19
162,176,0.9158462203245666,0.004350629304076613,0.9073387354269341,0.9087018407852885,0.9129080225193151,0.9158393312677179,0.9187769081858835,0.9230140990382236,0.9243928551537306,2020-08-06,2020-08-20
163,177,0.9221598358710539,0.004395375499409101,0.9135649182660796,0.9149420165437774,0.9191914060248562,0.9221528525192096,0.9251206529798641,0.9294014760211899,0.9307944392780231,2020-08-07,2020-08-21
164,178,0.9159726204727519,0.004410141145913508,0.9073490316202717,0.9087306754354294,0.9129941801397774,0.9159655426344795,0.9189433450662573,0.9232387086344481,0.924636432085427,2020-08-08,2020-08-22
165,179,0.9179516352070963,0.004443684452258685,0.9092625660840646,0.9106546746205182,0.9149505200263853,0.9179444647842651,0.9209449337194984,0.9252730547320956,0.9266814532404628,2020-08-09,2020-08-23
166,180,0.898201613787009,0.004424423765826681,0.889550563355909,0.8909364956374721,0.8952134387496486,0.8981943490863702,0.9011818693814747,0.9054915124649073,0.9068939489008663,2020-08-10,2020-08-24
167,181,0.9098439358752006,0.004482969014307473,0.9010784178499706,0.9024826869551635,0.9068162193816832,0.9098365730805212,0.9128636259909095,0.9172302999309409,0.9186512960433644,2020-08-11,2020-08-25
168,182,0.8969298152811278,0.004483584351543214,0.8881633988176235,0.8895677391521513,0.8939016252418271,0.8969223444257249,0.8999498611428952,0.9043173751504674,0.905738687987188,2020-08-12,2020-08-26
169,183,0.8977997271881243,0.004519208840082071,0.8889638062152104,0.8903792452176837,0.8947474481410129,0.8977921444955868,0.9008437401411452,0.9052460743852099,0.9066787399644279,2020-08-13,2020-08-27
170,184,0.8845517360233118,0.004520851664831047,0.875712934384861,0.8771287557870805,0.8814982843961747,0.8845440341681211,0.8875967916541476,0.8920009879605142,0.8934343066560454,2020-08-14,2020-08-28
171,185,0.8841084851755184,0.00455665491451465,0.8751998701146176,0.8766268299877152,0.8810308160910418,0.884100656923792,0.887177620475572,0.8916168432139808,0.893061587531319,2020-08-15,2020-08-29
172,186,0.8796477077769204,0.004584857758777291,0.8706842071614321,0.8721198980602,0.876550941705589,0.8796397421308854,0.8827357902867796,0.8872026890083771,0.8886564764872414,2020-08-16,2020-08-30
173,187,0.8762253097404034,0.004617728075803118,0.8671978005036789,0.8686436832149272,0.8731062937496352,0.8762171979084159,0.8793354828086518,0.8838346064337617,0.8852989178340499,2020-08-17,2020-08-31
174,188,0.899980456538542,0.0047242580412915295,0.890744591707174,0.8922238676762477,0.8967895032090181,0.8999721902191886,0.9031623985347379,0.9077652425385936,0.9092632981656302,2020-08-18,2020-09-01
175,189,0.9272159202805751,0.004841017115982412,0.9177516630863336,0.9192675508339565,0.9239461278745699,0.9272074952710572,0.9304765283608433,0.9351930281709272,0.9367280560935374,2020-08-19,2020-09-02
176,190,0.9228756842104496,0.004871226503107804,0.9133526320537303,0.9148778737995953,0.919585436984147,0.9228671136055914,0.9261565883938162,0.9309027297035587,0.932447442391563,2020-08-20,2020-09-03
177,191,0.9066993545221329,0.004863004622065324,0.8971927685477177,0.8987152793283665,0.9034145860759337,0.9066906604335052,0.9099746453126768,0.9147130860122233,0.9162553482682207,2020-08-21,2020-09-04
178,192,0.890513453454484,0.004851439769342424,0.8810298644025671,0.8825485993464949,0.8872364226748747,0.8905046433961414,0.8937808801569957,0.8985083594417747,0.9000471093235942,2020-08-22,2020-09-05
179,193,0.8745658319115498,0.004842064363025887,0.8651009771377836,0.866616614763533,0.8712950566070454,0.8745568958414637,0.8778268657704533,0.8825455307760973,0.8840814696159766,2020-08-23,2020-09-06
180,194,0.8618304614745539,0.004845722214869773,0.8523588524179763,0.8538754772218807,0.8585571401254524,0.8618213796497466,0.8650938824872146,0.8698164246260123,0.8713536817729207,2020-08-24,2020-09-07
181,195,0.8761845189606298,0.00493134245451436,0.8665455799937307,0.8680889919460116,0.8728533555177395,0.876175267449398,0.8795055970874534,0.8843116036892796,0.8858760334828663,2020-08-25,2020-09-08
182,196,0.8740489629223638,0.004975592879376425,0.8643238348592199,0.8658809751165865,0.8706878501909314,0.8740395216217767,0.8773997834435314,0.8822491558303862,0.8838277450971941,2020-08-26,2020-09-09
183,197,0.8653967049027966,0.005001624671263682,0.8556211089452117,0.8571862313710912,0.8620179287312406,0.8653870691678436,0.8687649769063155,0.8736400467695491,0.8752270599254126,2020-08-27,2020-09-10
184,198,0.867943423164933,0.005060485984709715,0.8580530279853249,0.8596364720821693,0.8645248376790202,0.8679335882432357,0.8713512873442507,0.8762839220262604,0.8778897093705409,2020-08-28,2020-09-11
185,199,0.8701742784242597,0.005120532965360457,0.8601667880080094,0.8617689162889242,0.8667150786125274,0.8701642345343186,0.8736225291277865,0.8786139011472373,0.8802388474148608,2020-08-29,2020-09-12
186,200,0.8644153159488226,0.005157954508405217,0.854335093331534,0.8559487691921162,0.8609307591497095,0.8644050568221868,0.8678886890048148,0.8729168574845524,0.8745538403116161,2020-08-30,2020-09-13
187,201,0.8580664725148228,0.0051937301783556876,0.8479167564857162,0.8495414561498412,0.8545576664169452,0.8580559936162508,0.8615638552907038,0.8666272333203325,0.8682757392339094,2020-08-31,2020-09-14
188,202,0.8733949896592981,0.005296903556523441,0.8630437094892167,0.8647006599438342,0.8698164698192311,0.8733842815885073,0.8769618363507654,0.8821258455418207,0.8838071228854895,2020-09-01,2020-09-15
189,203,0.8707318425782836,0.005347450842003858,0.86028217105039,0.8619547784759476,0.8671190998342242,0.8707208957841818,0.8743326519354692,0.8795462471539766,0.881243723805838,2020-09-02,2020-09-16
190,204,0.8615125871682313,0.005376269488555415,0.8510071060740998,0.8526885258506297,0.8578802784597295,0.8615014036570681,0.8651327044387459,0.8703747964220602,0.8720816232039602,2020-09-03,2020-09-17
191,205,0.8587556453827973,0.005424850035164059,0.8481556301415069,0.8498520861838802,0.8550904398802187,0.8587442222930946,0.86240839827684,0.8676981697415203,0.8694205770693332,2020-09-04,2020-09-18
192,206,0.8825438653555774,0.0055597244113063295,0.871680217019547,0.8734188876001158,0.8787875518025704,0.8825321905958107,0.8862874519478704,0.8917086667394382,0.8934738603565634,2020-09-05,2020-09-19
193,207,0.8855234740246739,0.005630576974586104,0.8745216948369675,0.8762823975712283,0.8817192307396939,0.8855115400963108,0.8893147078227088,0.8948052581534642,0.8965930727097476,2020-09-06,2020-09-20
194,208,0.8954174171229509,0.00572026182753477,0.8842405619773545,0.8860292447939137,0.8915525483506163,0.895405236094076,0.8992690070377394,0.9048471400089125,0.9066634960167212,2020-09-07,2020-09-21
195,209,0.9190692577772189,0.005850977921306417,0.9076368724689413,0.9094664783108648,0.915116094643685,0.9190568416434962,0.9230088857591846,0.9287143897636738,0.9305722029147208,2020-09-08,2020-09-22
196,210,0.9280715347785764,0.005931047446892209,0.9164828375201992,0.9183374261453006,0.9240642471573451,0.9280589002501086,0.9320650491705271,0.9378487408956351,0.9397320329846073,2020-09-09,2020-09-23
197,211,0.9274023231697226,0.0059733039128931865,0.9157313453693054,0.917599033846508,0.9233664311598692,0.9273894987205319,0.9314242349129702,0.9372493578130953,0.93914618122047,2020-09-10,2020-09-24
198,212,0.9280253556833302,0.006014105257358098,0.9162748842543414,0.9181552399990855,0.9239618531076756,0.9280123641661597,0.9320746958673873,0.9379397865713718,0.9398496567952427,2020-09-11,2020-09-25
199,213,0.9217370152874,0.00602983667640464,0.9099561583177317,0.9118412928206,0.9176628170457068,0.9217238666207948,0.9257968798250695,0.9316775890086797,0.9335925950060603,2020-09-12,2020-09-26
200,214,0.9315471635221143,0.0060975366859150225,0.9196340588433439,0.92154034997354,0.9274272180537126,0.9315338595404188,0.9356526059734828,0.9415993581185685,0.943535873592218,2020-09-13,2020-09-27
201,215,0.932637837141637,0.006137369297268538,0.9206471134802263,0.9225657762063294,0.9284909390809647,0.9326243745363516,0.936770059265728,0.9427558202039047,0.944705067638244,2020-09-14,2020-09-28
202,216,0.9789618969161283,0.00632378464753973,0.9666062428885591,0.968583472145046,0.9746891794872768,0.9789482803993168,0.9832197706248834,0.9893867688195004,0.9913949324464855,2020-09-15,2020-09-29
203,217,0.988064929008949,0.006385385658994584,0.9755889337208117,0.9775854166464658,0.9837505870899734,0.9880511738234663,0.9923642760415062,0.9985913615147227,1.000619093842061,2020-09-16,2020-09-30
