a[1],a[2],a[3],a[4],b[1],b[2],b[3],b[4],c[1],c[2],c[3],c[4],sigma_a,sigma_b,sigma_c,a,b,c
2.001493949669562,0.4634288657468468,3.805085065419244,3.3378860787511595,3.5939796578512846,2.4825571172259018,2.587642735951905,0.7736565445953115,0.7951412193099195,0.2055907519577109,0.4694313940002667,1.0536884516564842,0.4135686337266543,0.2772924922508382,2.2372506685753923,8.253967130820666,4.241997216659196,0.1814441239136796
2.0014936776758767,0.4634288763775124,3.805085093747419,3.3378861710500116,3.5939795720041836,2.482557140325234,2.5876426905837446,0.7736565328294721,0.795141264256737,0.20559075648027178,0.4694313809032539,1.0536884418807668,0.413568642299463,0.2772924894026323,2.237250641312419,8.25425982568595,4.24199842127328,0.18144417489385883
2.001491484304401,0.4634288596698059,3.805084714302308,3.3378861874000214,3.593979570618696,2.4825573084210406,2.587642791137059,0.7736565476973912,0.7951412884068615,0.20559076856816522,0.469431355135491,1.0536884283959407,0.4135686116036813,0.2772924973329267,2.237250575923055,8.25425982568595,4.24199842127328,0.18144417489385883
2.0014878327464296,0.46342890822875277,3.805084218657304,3.337886085137782,3.5939799336849996,2.4825569006513923,2.587643109661035,0.7736564132196572,0.7951413648207613,0.20559073153365762,0.4694314101107075,1.0536884226574112,0.4135685941603947,0.27729251012734096,2.2372503216838107,8.255434277136533,4.242000990523767,0.18144404879484538
2.001486783782896,0.46342891994411606,3.8050840488329785,3.337886370035403,3.5939799967746415,2.4825568114412753,2.587643070775877,0.7736563768216174,0.7951413708128579,0.20559072165163078,0.4694313969747117,1.0536883806304476,0.41356855854839636,0.27729249160527647,2.237250352038877,8.255736742435964,4.242000498236101,0.1814440855359802
2.0014858335329766,0.4634289237642982,3.8050842476592655,3.3378862033739405,3.5939799231792087,2.48255684574538,2.5876432984716535,0.773656356330392,0.7951413820760332,0.20559071710774765,0.469431360002961,1.0536884019863741,0.4135685430535653,0.27729249504459913,2.2372503319335277,8.256059242360987,4.24200312439129,0.18144410952999465
2.0014694367187458,0.46342889061024567,3.8050845114186655,3.3378857341754404,3.5939800024409276,2.4825569812396195,2.5876429432725763,0.7736563117108194,0.7951415048479666,0.20559067844735862,0.4694313188680659,1.0536881325216172,0.4135685139266658,0.27729251584956055,2.2372506811212145,8.257187585963294,4.2420094723554715,0.18144395506755065
2.0014691937734495,0.46342888066684207,3.8050844927135916,3.337885684035994,3.5939799890830075,2.4825569432730874,2.5876429264983796,0.7736563089938181,0.7951415012522055,0.20559066766952086,0.46943130953803824,1.0536881431384901,0.41356851363013597,0.27729251031781654,2.2372506233284977,8.257479327690179,4.242010465278986,0.18144394605808445
2.0014681459625323,0.46342887364229546,3.8050844963370705,3.337885367363429,3.5939798571211177,2.482556986364395,2.5876429936464302,0.7736563220336402,0.7951415183576932,0.20559066220317748,0.4694313054154319,1.0536881269851464,0.41356846779752254,0.2772925193255009,2.23725058869236,8.26031229263579,4.242006736616914,0.18144438719864317
2.001467091378762,0.4634288677613676,3.8050843896165016,3.3378854535113125,3.5939799976244533,2.482556982491318,2.587643076013777,0.773656313893186,0.7951414901155056,0.20559066933324882,0.46943131340312827,1.0536881458909733,0.41356846934242136,0.2772925175569091,2.2372506436463904,8.261585233063892,4.242003754343241,0.18144435519123178
2.001454384401035,0.46342887086447765,3.8050847973413098,3.3378852984704364,3.5939797623081287,2.4825573516752373,2.5876432177887816,0.7736561297558812,0.7951414330811503,0.20559069173495575,0.46943143556327055,1.0536881225731793,0.413568281603799,0.2772925303118832,2.2372503901868033,8.262846921380955,4.24200221160414,0.1814443919436183
2.001450274850081,0.4634289253493447,3.8050851979770712,3.3378855941710865,3.593979844955119,2.4825571266968556,2.5876435334484986,0.7736561052686283,0.7951413181236824,0.20559070672275356,0.4694313939368066,1.0536880672944626,0.41356824487215665,0.2772924927054248,2.2372500632132435,8.263134685558512,4.242000617747455,0.18144441512025514
2.00145002811344,0.4634289397878752,3.8050850667412828,3.337885566812014,3.5939797570713146,2.482556977587493,2.587643489085533,0.7736561067186,0.7951412873481718,0.20559070967719106,0.4694313884032171,1.0536880742333599,0.41356823027580414,0.2772924913655212,2.2372500100502015,8.266005326649362,4.242002609559443,0.18144457249776655
2.0014369036259705,0.4634290814504749,3.8050847367891927,3.337884352231804,3.593980145984884,2.4825570135909305,2.5876435320780002,0.7736561588166364,0.7951411932825744,0.20559069193072202,0.46943142363370066,1.0536882161749772,0.4135682569295239,0.27729248508225374,2.2372497674629,8.266317786883809,4.242002701401277,0.18144452240769576
2.0014300863692664,0.4634290220851219,3.805085230134692,3.3378845873029968,3.5939797547169663,2.482556824158971,2.5876431690481096,0.7736560616087802,0.7951412310716878,0.20559066413220634,0.4694312962328516,1.0536882614972014,0.4135682612700233,0.27729247964072357,2.237249829702222,8.266625056280771,4.242002337056805,0.18144460548638836
2.0014290447240772,0.4634290143533168,3.8050853286055113,3.337884768290357,3.59397976751418,2.4825570237948513,2.587643183896092,0.7736560291817167,0.7951412902660431,0.20559066375520021,0.4694312842215871,1.0536882822846108,0.41356826144971215,0.27729246593520585,2.2372499761652462,8.266905954511813,4.242004566097662,0.18144464569175425
