beta[1],beta[2],beta[3],beta[4],sigma_beta,beta
0.08679551620595467,0.09411136968423986,0.11416169443746534,0.12299741414862038,0.02739146520165296,0.10026447513250757
0.08609685203605828,0.09289428190114811,0.11409540753361136,0.13322672368059094,0.013530950656979379,0.10005744386049886
0.08707974497760217,0.09299940751065153,0.11394550108912332,0.1308500629600831,0.015687342102846922,0.1004397552077372
0.08561518827683252,0.09394124505725794,0.11501122036617425,0.1253444003291088,0.03551944298106679,0.10093807995593973
0.08747285960525616,0.09128136205030299,0.11475644336328583,0.12491911284718582,0.017993552064139145,0.10107703894536645
0.08599153794825047,0.09499523066569848,0.11490662143771876,0.12562125210263497,0.027120158978304366,0.10047441042440759
0.08551795285327754,0.09214153107709945,0.11491086085208226,0.1282547392776295,0.03194183013911446,0.10096157075438403
0.08555081902217168,0.09211040027306314,0.1146433276368525,0.12755425417858005,0.02485565270115338,0.10093191726345582
0.0873421588250402,0.09340225535750474,0.11346215529952779,0.1315774381972091,0.01658991017827598,0.10059565254361559
0.08726514052488284,0.09325647830452287,0.11292552976103594,0.13257164010474826,0.01618356123523295,0.10073706897433085
0.08635942142419359,0.09402784544851726,0.11289940489561469,0.13531607939516357,0.024433663301474732,0.10044370837403457
0.08619457280004256,0.0947101017318106,0.11497819449529385,0.1248640375635106,0.016981807924874907,0.10067721897353123
0.08690111857919391,0.0937372761337987,0.11561018810499211,0.13210413759621936,0.0467296562780353,0.100626317858104
0.08678552427604416,0.09336005468760683,0.11377550484563548,0.1289488823065111,0.019890879178960885,0.10065846702072159
0.08531119949422233,0.09304095053271104,0.11426105231027844,0.12534033654699267,0.02120166124386705,0.10097242109555071
0.08576349083546868,0.09265635839517991,0.11299457065736947,0.12991888242155197,0.015717715216211067,0.1002226723477844
0.08668265688522579,0.09362183799005834,0.11402334359729455,0.127020802422745,0.03306190060542885,0.10114839194251292
0.08579039021460085,0.09337200108069003,0.11460179215837027,0.1261239642821447,0.014661395799800064,0.1001081491938844
0.08527045016548802,0.0925313935336043,0.11431210351026057,0.1227985974122211,0.015070497088869398,0.1001081491938844
0.08622083425988232,0.09364662881319917,0.11413366134933309,0.1238343755066283,0.01970388231504057,0.10140009073502558
0.08672308359684122,0.09398415028902876,0.11578214890335285,0.12033467567822176,0.013784781130174223,0.1012035901805184
0.08744844418213765,0.09493860643077717,0.116022220850553,0.11970437461856004,0.016720119906239093,0.10116448873982313
0.08749010943384411,0.09471904255316843,0.11657397890882104,0.12149080825757992,0.012181365702859933,0.10021592601512788
0.08687984969592707,0.0927478208375241,0.11457429069773907,0.12814820804296106,0.01612548712231032,0.10087767328349548
0.08688392474221418,0.09293521916453917,0.1142228647639635,0.12507317505042093,0.01278302497158333,0.10051452634607969
0.08688392474221418,0.09293521916453917,0.1142228647639635,0.12507317505042093,0.01278302497158333,0.10132700926198472
0.08718202748316736,0.0930692093587501,0.1146820186986314,0.12659643961570047,0.010393437116524963,0.10120025846802111
0.0853784547958998,0.09405143205236849,0.11327882682539221,0.12876801881559113,0.03802017440986806,0.10115149297536931
0.08696694099895533,0.09363182659968373,0.11513358205745834,0.12473414176523898,0.017434014488867874,0.10099236323797509
0.08517329363028504,0.093448472599271,0.1130604082247637,0.1309371170478573,0.03230317356257824,0.10109507454764761
0.08686337754546936,0.09448446898632766,0.11283252420552452,0.1253851062040147,0.031036724572076093,0.10098575586150735
0.0878197166879459,0.0936274124358928,0.11354485426246627,0.12223938714262364,0.02063151227899362,0.1005476978472595
0.08572045680861794,0.09334930324387883,0.11502426563211116,0.1328959581262803,0.020292615934142104,0.10001169308633955
0.08691926136941633,0.09233075307057571,0.1144425759620069,0.12075498238657412,0.01842075847000365,0.09974823884244265
0.08733917130507371,0.09258418688419406,0.11477367708250484,0.12238190480305652,0.00992738597683935,0.09947940576163147
0.0850756739485034,0.09407979799355991,0.11401679942938805,0.1320035528076622,0.04407248507755548,0.10023675692215164
0.08800685441887089,0.0928230645460077,0.11412210152851675,0.1224063767873354,0.03667195067987296,0.10038809249329121
0.08698313134573295,0.09202794673732516,0.11548426101671663,0.12827568135948106,0.04373902765948328,0.10052264593215568
0.08714164233538331,0.09314560927268682,0.11460370740439382,0.1281116091432097,0.03856151989001712,0.10091959046863651
0.08743792063405338,0.09417932437159773,0.1145515220648078,0.12915410659199808,0.016051295504563277,0.09973368632231677
0.08554940746235039,0.09244874946460478,0.11399811755862314,0.12473818968337543,0.0253785475511583,0.10084580765986477
0.08745248256966758,0.09293966000429726,0.11402173551536819,0.12408374181914694,0.02121130039738174,0.10063080021553435
0.08612388636810972,0.0923433575892722,0.11229592364830893,0.1294302653832608,0.015770166362997173,0.10073124544334276
0.08669743740303561,0.09480289487157273,0.11637644394830696,0.12477476414675581,0.024320069976398143,0.10056041233395382
0.08561463343142944,0.09495935634114532,0.11577100026653918,0.12913916899971759,0.013514562316603584,0.10079408626902192
0.08538706732684138,0.09442192868881671,0.11421239632439721,0.12704801379731595,0.02212717331406209,0.10068692056443575
0.08660340951349242,0.09388239878270453,0.11441151010203,0.12699172579335888,0.021634857409675943,0.10074879208082023
0.08658811930181917,0.09293011489978713,0.11319794709966263,0.12964389263132525,0.01647651816510452,0.10064091039911435
0.08784552266676109,0.0935014952325391,0.1136738274791953,0.12786315157058517,0.02801898994582736,0.10126584673478525
0.08810231546835154,0.09427151192187593,0.11396415080231792,0.13395131976871452,0.016653079793584304,0.10027965241491159
0.08827062899593291,0.09387188510451418,0.11408675359538943,0.13459736315735557,0.03107503907232851,0.10074878323273646
0.08684246291069365,0.09350463513320562,0.11388574610261441,0.1324025188397359,0.02423105083855512,0.10067094599324443
0.08547597299946598,0.09454367118677937,0.1153122957605777,0.13383809705866015,0.023443970675311038,0.10116061923420333
0.08452056291628106,0.0952815370737147,0.11534345927874701,0.1385990685147476,0.029075507759911287,0.10116061923420333
0.08511445820332879,0.09447067261877112,0.11549935923056727,0.1297755766662922,0.020279224675661997,0.10172119992331956
0.08574816352954298,0.09559912963035447,0.11436612089901696,0.1295409923644471,0.014031490871713797,0.10143457528084054
0.08573500426269175,0.09264553149838707,0.1147864306761999,0.13105658811897125,0.020166188768097018,0.10114463878630948
0.08626165343477751,0.09462224037861651,0.11371297944675367,0.12557762387171303,0.018405996157639454,0.10024499764830036
0.08663513527727293,0.09225472286972398,0.11453561715265552,0.1277812558156437,0.02358020749015323,0.1003749574692262
0.08687566411694196,0.09326576175058479,0.11447562924491662,0.13124793961764594,0.017220896041799657,0.10019306369843758
0.08592158690745717,0.09373353453924935,0.1136290695829342,0.12303213119021525,0.02147227981818513,0.10030267699727365
0.08657442748599918,0.09322391727151003,0.1136078983017481,0.12511868550113442,0.02645757305628554,0.10035157725870021
0.08749809556098344,0.09420216772001547,0.11477461434841604,0.12544378868814943,0.027669361921949416,0.10049572746041394
0.08760844063437297,0.09362092642265807,0.11298409917234406,0.13436693247393716,0.05727492244581307,0.10107991692299434
0.08533630231452702,0.09384768692212808,0.11479755130000567,0.12009069128104827,0.01826262795614199,0.10020098330165626
0.08734472591290247,0.09313172005779573,0.11323319717192216,0.13468271712814883,0.021485243640303728,0.1006681667047644
0.0859151350698111,0.09447119070917472,0.11472109742524784,0.12390805434188994,0.027631814491791484,0.10066117137854842
0.08581013353045881,0.09584337074748858,0.11454138458499706,0.12441596444642702,0.011331865284027349,0.10086692455909667
0.08584371755013265,0.09524708526121949,0.11502079331825085,0.12422123759167472,0.015453119278978482,0.10090197284570059
0.08565382079494929,0.09148595370072915,0.11617462080644093,0.12861606587282373,0.03847349889664307,0.10065962544406841
0.0869763246210613,0.09494528791050678,0.11340787097528775,0.12139177096477909,0.03334836995403428,0.10073642413983398
0.08573372865452869,0.09444528746895099,0.11366708765032425,0.12138826827782069,0.02661793224972398,0.10143777463109308
0.08645955189987647,0.09277434134334571,0.11462777263576149,0.12765622506712343,0.022259596831971342,0.10152082977692983
0.08595831955350729,0.09343828637412062,0.11429976391099547,0.12707162931577848,0.024652156956465502,0.10162474147221093
0.08694189162437367,0.09332452487331103,0.11401577828380574,0.12721821559099156,0.0364886615622455,0.10145930569403241
0.08570977028471234,0.09186692062888856,0.11596971575051089,0.12496927393642755,0.02039185361696821,0.10157549201369484
0.0866911572775785,0.09276019523107802,0.11542040992972476,0.12870550248420976,0.031641402851384184,0.10062878884174359
0.08702907275015999,0.09259769405577292,0.11585059395272701,0.13040140489405289,0.027147586925806214,0.10092191655952078
0.08703753282539017,0.09418878240230885,0.1147175629542254,0.1313300026837953,0.012010192522833828,0.10075491836502004
0.08621146260323582,0.09255142038827406,0.11629512986008096,0.1257944160098046,0.021494254397747936,0.10076255107490122
