mu[1],mu[2],mu[3],mu[4],sigma[1],sigma[2],sigma[3],sigma[4],sigma_mu,sigma_sigma,mu,sigma
2.341667884084958,2.338966657725077,2.3172011581976117,2.198446107613474,0.9181406732528238,0.8426399137559316,0.8156661064246173,0.8110272084370125,0.13463367992432468,0.04745448042902648,2.3254617730320786,0.853364688409532
2.331665836252928,2.3248783135618107,2.300127556609128,2.278284271657887,0.9198845557154235,0.8555756914087036,0.8251598146069568,0.8044052246594178,0.01604967353830419,0.061988581421325094,2.316418515881444,0.8515520372462463
2.3370847202044764,2.322309524067152,2.3096251576442346,2.287654164239608,0.9244790976462615,0.8434000843668698,0.8284909930931299,0.8121038369553321,0.03407156956998508,0.12223351170440659,2.310139612070117,0.8516431442296597
2.3337860056635154,2.3422118844290565,2.311178761841147,2.254030366759417,0.9126174533858761,0.847343354596625,0.8188660828485035,0.8177693914628135,0.021730182817432768,0.054114053545160676,2.3241568326811137,0.8533906036032497
2.34872106736286,2.3231658284299517,2.311989344311134,2.1691717713735628,0.9235341217165536,0.8532805326153812,0.8289291824496483,0.8057552756693394,0.30521051477059036,0.03413418098098246,2.311040149885094,0.8570752555975424
2.3372527409235078,2.339975657126219,2.302868844098301,2.231759285983254,0.9059218449958214,0.8532808069587641,0.8298167775903136,0.8182022216975605,0.15731162216659816,0.05730565473908965,2.3221351021925587,0.8535130716791176
2.34626306506635,2.3221628992212136,2.312671857123158,2.2170764897115443,0.9219265425026707,0.8519817114779364,0.8143346094686452,0.7806352879976739,0.03780844958119778,0.0546559908373973,2.318252444289299,0.8522861044414682
2.3217709910967965,2.3456235385070148,2.313106787042565,2.20321356054523,0.9202011858837009,0.8506444036274557,0.8312046754339807,0.8307982183170917,0.07896150401656304,0.059484795664354405,2.3159864793435863,0.8536880696217352
2.3505611259856125,2.3295766812635,2.298279192141631,2.178900948138589,0.9209490103273742,0.8388291124362544,0.8156001399125749,0.7954719512629226,0.12108580084697149,0.05235377753910012,2.315905134659235,0.8581972919269704
2.335386367645488,2.323648008561045,2.3107730968391897,2.188890496696939,0.9128041201935764,0.8494175499418355,0.8184186672925878,0.7874540900311043,0.14774153467983375,0.036132740386539804,2.320996161619922,0.8531123874428116
2.3512255810031033,2.308674702963919,2.313576590364717,2.215276320577087,0.9222571516429423,0.8565375733141286,0.8306519303044537,0.7849090925424038,0.05930662822164122,0.08198327793231845,2.3162807194896815,0.8500546523856409
2.3283611618578557,2.3369927556673726,2.30693449179019,2.2207653130232505,0.9215998137656374,0.8501854022959903,0.8201813651535946,0.8174665068923863,0.10887019486488053,0.03701861509610452,2.3242251564715533,0.8522842232474087
2.3517205618902994,2.3168338666066215,2.3019898763705386,2.220814835773237,0.9150513427242614,0.8398227995630669,0.8251087831782109,0.8272698179775279,0.06657352029046064,0.07378420576186072,2.3173466728056145,0.8515210017108455
2.343611568337984,2.3316462609436597,2.299589966692805,2.2342045455041966,0.9306721566614596,0.8416599350963708,0.825107571903479,0.8054795313728884,0.08164330411805969,0.031726230849974335,2.3175569324175807,0.8490089522183005
