alpha[1],alpha[2],alpha[3],alpha[4],beta[1],beta[2],beta[3],beta[4],sigma_alpha,sigma_beta,alpha,beta
1.4499446512059009,1.6834053339099868,1.7710007742760199,1.7250576172836454,0.09423901902475383,0.11866812013219581,0.12655499275939205,0.14292912544960165,0.17842348338309696,0.01774361624414744,1.6399116104508131,0.11542038898755849
1.4561581457426165,1.6767166340233919,1.7610587474252961,1.7248029951676216,0.09492668645089683,0.11784389489732021,0.12693077772623307,0.14430952118994272,0.1475712936346405,0.017684480440192253,1.6410940673247627,0.11609740813163039
1.4487612378963473,1.6971275044131648,1.7702318580473693,1.8084544085465588,0.0937207537564552,0.12066824632165783,0.12771277010326496,0.15216438050693473,0.20936944320139636,0.0410059577751101,1.6268202621019545,0.11475659564872451
1.4560254733118214,1.6923899872815598,1.7743038330511334,1.813666743187563,0.09415735736070541,0.11934885651602804,0.1292969224171765,0.15487531389204037,0.2336089276136014,0.04129623637752866,1.6354724131890812,0.11495144633708589
1.4315002643852468,1.6918882527273489,1.7496556833089152,1.8750784718813944,0.09508840099299418,0.11917468374318858,0.1270335471079526,0.15332432490260078,0.2881621293090598,0.041741400991807814,1.6313514918481962,0.11483036295428536
1.429605054756733,1.6853547240316806,1.715232286693533,1.7803119616420577,0.094769282767914,0.11820245452423252,0.1249454019164376,0.14688089346529906,0.09469142824607871,0.029624886489081802,1.6290145580538373,0.11455310613791787
1.4418077546711323,1.6706836043778441,1.7471946345413154,1.8399607332048806,0.09305975547166113,0.11743008473531283,0.12649295711651456,0.14829001854044874,0.2342131071776412,0.022454305438764432,1.6574481210363503,0.11689331290258306
1.4103586978908678,1.6446660753595286,1.7420642423998682,1.7861004215688983,0.09362496580309473,0.11466111436322912,0.12726806987986955,0.1489715789779522,0.27474104280899636,0.021477164912580813,1.658948337407756,0.11687985484357175
1.455726062205347,1.71030971609193,1.7572529457837376,1.6666361383816892,0.09313180346361495,0.11864115724102238,0.1271823483673631,0.1375472177096168,0.08462858381604299,0.014647225984522127,1.65594234755052,0.11720928694063316
1.4546114995634405,1.6548105468975935,1.7177936349320237,1.9342550275178712,0.09666530741202703,0.11746089408002934,0.12560254505675073,0.1566705043406721,0.34812172823121745,0.033281925345853794,1.6549273001066822,0.1177547909973586
1.4773275688577423,1.6965282074809345,1.7389039012171146,1.9612261172045153,0.09611335029716157,0.11751158248715274,0.1264811551533587,0.16246748531852936,0.8024050405972133,0.02071056209058569,1.661499413617916,0.11669617826946936
1.4606829346780836,1.7067144520696242,1.7365373211366772,1.8154243843528413,0.09736311963743441,0.12199740563152668,0.12704675492398992,0.14995946109212066,0.24121688097980618,0.025092928354362186,1.6496469158071005,0.11595239625422907
1.4575980774085744,1.7266778150948645,1.7493779764219228,1.8026597613360968,0.09477458509542311,0.1195770950899798,0.12654995721472612,0.14669897706978147,0.23959325943614213,0.016694409765297118,1.6501092552084742,0.11597174026369825
1.4598398040345726,1.6816727020210485,1.722536508206,1.8345452615761053,0.09644379406660146,0.1194253983029714,0.12427646426777361,0.15069773845415402,0.18273067517048064,0.02924717829588928,1.6443355959657966,0.1154978308770303
1.4774028174406346,1.6911359320639268,1.7300311714123384,1.8427470368122247,0.09593534133436592,0.1191501202950837,0.1267815069799605,0.1505615550276591,0.11827469688978248,0.024358593562355212,1.6406221860833592,0.11581661825599845
1.425907196626806,1.687994683702405,1.718626725603071,1.8321405960146366,0.09309001034310949,0.11839645610243597,0.12415231225143722,0.15121657154506066,0.2855465844633703,0.024543680754650233,1.6273674570863297,0.11460555392641605
