alpha[1],alpha[2],alpha[3],alpha[4],sigma[1],sigma[2],sigma[3],sigma[4],sigma_alpha,sigma_sigma,alpha,sigma
1.177195647636891,1.2582604903484875,1.2867700377328224,1.3839444466512627,16.43563090294722,15.493602390394264,14.788913535430524,13.078498125512644,0.2348328773686969,0.5705477399431035,1.2467511641717508,15.07442684433276
1.1646491800874461,1.2688000097970493,1.3121362347092973,1.370058997198412,16.15268599959564,15.568555905148786,15.161460893232015,14.52739081357704,0.058564989275773104,1.4352673459031415,1.2458632501600546,15.080023231972364
1.1616150584430818,1.2631079021019065,1.2916502682962783,1.4217612197499478,16.359941098892254,15.360337987434612,14.804358270662991,13.777572997154282,0.1960923926404278,0.778675013995008,1.2420224540015066,15.07911487806262
1.1828629695477282,1.2697843193145901,1.313751408590244,1.3904091374818206,16.004737623859427,15.477971933992293,15.227116010075779,14.079171253140066,0.07544955568709692,0.5385373550594845,1.2400555205636272,15.112075630079389
1.1550458497935379,1.2703787993671771,1.2842842178757687,1.3922739941499225,16.368353946667863,15.637888903961866,14.838315171670196,13.234661053045018,0.9523837914124086,1.3605670689078542,1.2455574541403365,14.942227443814508
1.1918053072983035,1.2789607091503101,1.3140238496587364,1.391677844643126,16.12500867000858,15.430883663992244,15.119205558206582,13.8467618157678,0.19102356465585957,0.6799593957001745,1.2468755952131487,15.068488267718724
1.160588662696538,1.2622200488886415,1.3042059540298445,1.3153420898900683,16.163304953260806,15.504947352998462,14.876354345979088,13.305665632528191,0.07290137362573157,1.6914021414600322,1.2484030753019812,15.061875489646576
1.1757253854312533,1.2695648318418886,1.3068554309223523,1.4064597205392049,16.235336482420415,15.461395840133616,15.138214228338034,13.536075081679831,0.13691577121822826,0.6778315020996052,1.245893827948577,15.000016525388734
1.1611496894719402,1.2671438618457682,1.302189138990272,1.3718119954066652,16.32690750737505,15.633326886728408,14.935824326068863,13.616538855368853,0.12003442059221574,1.4731723334680693,1.24412910053562,14.965787202778005
1.174190128930351,1.2775845684946217,1.304824101241561,1.3783861038463352,16.253572105733962,15.28722918981085,15.142948497678525,13.239888243232462,0.08345510836405894,1.3899290954802013,1.2552685815040951,15.10985625708
1.155138267814592,1.2579131424080663,1.3043329641480563,1.410058156889082,16.156949571491865,15.641622220245024,15.055696288150603,13.955598627437807,0.13945036948921347,0.8102518888374829,1.2439443130033025,15.022236092062169
1.1809547971127397,1.2754296466419395,1.2947765294001494,1.3404082605530416,16.313339264096932,15.425616970487795,15.003887895838181,12.979793641285776,0.05474835550129489,1.1891530088928097,1.250940908749947,14.993399771019028
1.1717175813565792,1.2657914259329515,1.3023635277136107,1.3651066802935623,16.351637251793957,15.375019092179391,15.044707074403666,13.203530566236951,0.08642944587858858,0.9459489529086524,1.2438336125973983,14.904716672411324
1.1690048305063534,1.2646230834093257,1.3030288921954987,1.368836436263324,16.18012759408822,15.710301734192806,14.998815695065392,13.601678392885612,0.11453945442281117,0.924426777550411,1.2489754942042324,15.006206216895567
1.1594167379208802,1.2728607866831938,1.305660359910594,1.3763780327677466,16.346353982249767,15.620958185005437,14.867308645519401,13.562292216265334,0.09688503400378971,1.1325031161309262,1.2502820648630986,15.00201484651408
1.1630322574144578,1.2718990568463426,1.3007623214503514,1.3753262307303098,16.171746939961174,15.550638706910231,14.961960192831707,13.841617458982546,0.1677462751928125,0.7050388590687366,1.2511282135565092,15.081229670550526
1.1635365393967438,1.277414880407739,1.3025010863589468,1.4091170968027704,16.1571305912762,15.599502823680979,15.123123296353816,13.529128036499232,0.12025170421532069,0.8817985191812017,1.243872315024663,15.011319622739839
1.1841630474159195,1.2619196082725617,1.2955088665229635,1.3276148533381347,16.337526312182643,15.427992830709066,14.934223068373026,13.349511686498525,0.05289028210471001,1.577625554353953,1.250567378357123,15.053284728796992
1.1583802084326487,1.2702406568602436,1.3066611828721295,1.3907731082823938,16.192344854039032,15.75299425447363,15.085149210435228,13.369934061601255,0.10028164585337396,0.8958814909404701,1.2471260872132601,14.936996225045537
1.185288020236323,1.2629414488480917,1.295881547552007,1.3454624500613062,16.292778515364354,15.25659957948609,14.952208002801543,13.54191681233147,0.09488341313652053,1.1950990909045192,1.2469331985871293,15.088750292283757
1.161724070332766,1.261273135436842,1.2940035690495113,1.3581165282301826,16.06343533288546,15.592198601496248,14.891829181458696,13.142600233334202,0.09791424535283218,1.2513397994851785,1.2519134959021005,14.964471569056693
1.1506053756107884,1.2729159401026888,1.2949409777233676,1.3592740200008588,16.21266326699928,15.609354764344996,15.05636333658857,13.316521652376263,0.08676660355693103,1.212419655427613,1.2508382968629546,14.973184960708984
1.178112788034523,1.259242703720048,1.302417587856695,1.3640671832680644,15.984852519964548,15.439158753839415,14.88651821222195,13.625180630647701,0.07281798268708034,0.759862197518934,1.243683208374607,15.041659722664743
1.166878794039444,1.2675381015562155,1.3088928261755146,1.369791039858495,16.396943290609002,15.646258690205881,15.003574411310433,13.494116679168869,0.18559232216022162,1.3271852718882535,1.250277371949157,15.067231829479754
1.1881472954520347,1.2724696197429968,1.2979875864240562,1.4227261561455253,16.267039685843404,15.305394055263614,15.029354040280046,13.901924284534026,0.1912377483091069,0.790458026485422,1.2513359718466401,15.03817432327327
1.153497995511024,1.2688817920831097,1.3056282837249362,1.330538047581787,16.039351367438865,15.555946468655446,15.001989698065902,13.376459089918942,0.05636271967917675,1.3025387185157067,1.2519885780413749,15.074381411730412
1.1527818778290844,1.2724552205574293,1.3106308114226732,1.3304751052430086,16.09882719530931,15.531581940772503,14.985126927228302,13.451495648414706,0.07918435442383442,1.1059019168869735,1.2465775987814962,15.059894238755199
1.1868433428255876,1.2692243347361403,1.3083127035678792,1.3954481339493405,16.392087436174748,15.358631766114033,14.811487651794923,13.592797625261746,0.1157706455221712,1.0725942221041855,1.2463457296175693,15.010634258168775
1.152072703963188,1.2694725166921534,1.2998478797092299,1.3347116990540306,15.98595326956341,15.499252437437914,15.114298327217222,13.424907405083314,0.08532008287665944,1.1479019870000018,1.2492144914361205,14.976305447833964
1.1875069766773267,1.2644025717924983,1.2956175316453062,1.3866215720502058,16.583620114318897,15.558199263085614,14.97572196476289,13.421323091800351,0.18751383041684339,1.0248606234733886,1.2518160912463028,15.124169903117364
1.1620635597851294,1.2636587325499973,1.3010611309900786,1.3388766995415509,15.929471464628714,15.494151907748657,15.119130236321462,13.330987056491448,0.08180391428963317,1.166887335377842,1.2488268202478319,15.023895104159585
1.1849145256090992,1.2864571025143674,1.3015656544232186,1.4364407620714945,16.434578288505424,15.64920144604509,14.869085654100212,13.595849569708736,0.14683938200414798,0.8780633475016287,1.2432299483500546,14.961533696172026
1.1608122768141935,1.234317995451161,1.3098750767891953,1.3267732391294391,16.051132485667733,15.508998145049008,15.050665207749672,13.446208690965989,0.06382281339132477,1.1253320546516663,1.2440804386969568,14.96269506268356
1.1777844577366134,1.2956207562434416,1.2961598780933352,1.4143991527057724,16.39192610005948,15.43408998007954,14.933926037007582,13.312169725290754,0.13521747969623632,1.1781077597314622,1.2549664682687207,15.122505422319849
1.1651289630691943,1.2405072165062159,1.3064537589200018,1.3195697957947568,16.10356299449737,15.61877963135661,14.982460523706102,13.478050420682111,0.052439332671474284,1.0208166180447042,1.2572432842309786,15.119189103237254
1.1866471770168583,1.29682351923797,1.2896392258591862,1.4148046597896642,16.46559591864281,15.4933251187363,15.109923421883808,13.536377194940208,0.1410357400405129,1.3801290357848188,1.2470308599584914,15.037413772265234
1.1540400396741788,1.2456137753869687,1.314081891282483,1.3422206758818187,15.99576787548803,15.691023603957907,14.872556264439424,13.573083799146755,0.08310488560623791,0.7623060736482511,1.2519223392486984,14.985952343167519
1.1601826893965819,1.2557266500610875,1.2989738044089465,1.3651112695243701,15.87959091283201,15.482263173629633,14.90217639957115,13.26063351868132,0.08148219977432358,1.9896093600952602,1.2451438298247834,14.964786722843797
1.1805911062002532,1.2694085358263907,1.2978805598423624,1.3248568744122904,16.210173540254225,15.432837185382835,15.016986624819982,13.45167073138604,0.07244617281311282,0.9104607070670262,1.2396648557912728,15.010479397044216
1.1677273606823597,1.2661623607193597,1.2998116018004247,1.394406229444606,16.362165962876013,15.544277864215186,14.913990010094636,13.186086371335984,0.09809449217535783,1.1025718323227012,1.2515382626308995,15.170437740338592
1.172648529067975,1.2835490527179085,1.3083844703531173,1.3462841173809499,15.937687758790076,15.638841837039458,14.975023119992068,13.54077299098743,0.07962157869257798,1.3195385376477442,1.2582829342434305,15.044652076331927
1.166340753522895,1.2797537218287076,1.2932744565173893,1.3834462633299158,16.23667820996488,15.784215178195442,14.878384749475225,13.402504881525031,0.07992086251332327,1.5218306775399957,1.256223437418643,15.152862023489845
1.1716249983870086,1.2757405131067556,1.2924099923583743,1.37651265611505,16.32145872294887,15.6849101744508,14.884139146259686,13.30204862853145,0.08871939360815863,1.2468093638981408,1.24928013894106,15.05716427631802
1.1763985334626264,1.2766614296301297,1.2963027778423863,1.3496044441510282,16.32933692286652,15.668873726042165,15.063603219024383,13.28229421888418,0.062379993515068656,1.6527635977305761,1.2510243870877067,15.063452659528028
1.1615416072367992,1.2670126642880915,1.2951484800434367,1.3851310416038245,16.115080966222237,15.583897159896452,14.78989355988752,13.622031432502254,0.13235477434457613,0.7185409005637338,1.2471501882021343,15.123319323854142
1.1734887444556934,1.2572967156035337,1.3061620801558713,1.4020737202267424,16.176764423738,15.61347727253004,14.93086271260857,13.654567801555888,0.08978328401349964,0.795707181913469,1.254930715671071,14.985957543472924
1.1762467294275873,1.2761756690163448,1.285773245412155,1.3256041699991181,16.17352779558753,15.483836724591152,14.944798798869845,13.0554757843986,0.07045965634503937,1.5621410180376614,1.2468326859937187,15.066695497690821
1.1699554805198935,1.2604215950333058,1.3005714614385242,1.3905403481363625,16.23569209896172,15.449397028342451,15.085704978722317,14.22173965383468,0.09228003810323802,0.9486969500631819,1.2479043334605537,15.062505552623668
1.1819199460173668,1.2730779834289792,1.3030571177732369,1.3362398208914952,16.308146339738883,15.559591080401757,14.929105741000852,12.962995056369572,0.07734964711660108,1.0493768267051542,1.2526905471676082,14.978072375054383
1.165956777751272,1.2593074529778423,1.3087879173830783,1.393453082171691,16.171962389970872,15.457716270537126,14.93957480507238,13.557552971485123,0.23824829886302082,1.1080867869063886,1.2520196722707575,14.951586860823735
1.1712991036095872,1.266175374304199,1.3042545485172845,1.3436994067590622,16.329390925499485,15.304602700739778,15.181000843566377,13.134814203227398,0.05821125443793505,0.9819893114982023,1.254757278399486,15.111154994612532
1.1817098647452355,1.2657059320533868,1.2963382624788413,1.382036038002402,16.362947176788783,15.72616464798149,14.889595570352302,13.532166852513988,0.11837040555519998,1.6806949548319001,1.260884298427602,15.051602533954771
1.1662563002241433,1.267137154814119,1.3079539687126556,1.3656694907267335,16.069756591788977,15.394965895033208,15.097666270410828,13.089825180245322,0.05997918155429298,0.7526720754259087,1.251710855767714,15.016299893944117
1.1586380180870695,1.2554991829955575,1.2975226027641602,1.3721075492796515,16.14635583346905,15.51599176335597,14.883103497901189,13.241886451000278,0.10447585154111333,0.9266129161728057,1.2492055261953274,15.073675973029312
1.1811570308005288,1.2707163842677516,1.3040851898531367,1.3820432634662618,16.279943520266322,15.377116409978443,15.055069320861195,13.78541304870074,0.0899294136747574,1.108717729826356,1.251201908029698,15.095448034931291
1.17777237099944,1.2475601354197243,1.291710889359554,1.355833985636249,16.46725318625649,15.498084444011065,14.870552332452842,13.3726691997989,0.07706931909065627,0.8220072958668195,1.2484861834000085,15.061150977744981
1.1603637821860968,1.2862642854987074,1.307527124349091,1.3739503108420141,15.885240052988996,15.511943466116051,15.102483311102612,13.566913477449912,0.23203285681245195,1.288898951192421,1.246258910938737,15.038607009507054
1.1769346320428982,1.2520464432729657,1.3006518313959188,1.3405166890170719,16.43932863349041,15.562193203370805,14.961014103460506,13.200267990857935,0.06903535764040356,1.0160426197409582,1.2499785933291974,15.241801043353098
