a[1],a[2],a[3],a[4],b[1],b[2],b[3],b[4],c[1],c[2],c[3],c[4],sigma_a,sigma_b,sigma_c,a,b,c
2.001882277350768,0.46644652386234825,1.4410055543448823,3.2515378881706387,3.519657045165415,2.4728752306371544,2.8910920265146145,0.7725902122267863,0.7904113470237892,0.21706783361379753,0.46660086047835586,1.0055475914670808,0.40620383660496223,0.2851899071227002,2.2758173629196645,8.513524687860766,4.1616981193474984,0.1818960371338532
2.0018793824878927,0.46644647478365026,1.4410056828802995,3.25153788630011,3.5196574922549346,2.4728754640906314,2.8910920145192716,0.772590185808338,0.7904113731776528,0.2170678190300529,0.46660086534005357,1.0055476176965714,0.40620380995578054,0.28518989926118815,2.2758175306217594,8.513872102309508,4.161700873957244,0.18189606340489792
2.001879178257975,0.4664464735027727,1.441005687341651,3.251537839087455,3.51965748267144,2.472875410750327,2.891092099982692,0.7725901560934401,0.7904113555254731,0.21706782183902038,0.4666008586602865,1.005547605481949,0.4062037963607259,0.285189899666714,2.275817476734633,8.515102859956135,4.161707421984261,0.18189589394436653
2.0018787686053314,0.466446486004314,1.4410056383811256,3.2515376809819996,3.51965761707057,2.4728755214479863,2.8910921885008594,0.7725901236735169,0.7904113888997072,0.2170678311100855,0.4666008526045114,1.0055476532528722,0.4062037637763923,0.2851899041431339,2.275817400791321,8.515420174695961,4.161708419975773,0.18189588403508233
2.0018703109277105,0.4664463450029759,1.4410054697193304,3.25153786081333,3.519657905244099,2.472875654258328,2.8910923865296803,0.7725900582199885,0.7904113667316713,0.21706782050700293,0.46660068783797565,1.005547757332958,0.4062037437395672,0.2851899082767553,2.275817364983405,8.516776816072955,4.161706011935762,0.18189620646009386
2.0018691040870227,0.4664463659165295,1.4410056415336694,3.2515379520015397,3.5196581812910708,2.4728757186778085,2.8910923935741004,0.7725900883579537,0.7904113533536935,0.21706781531612745,0.4666007131054612,1.005547777395615,0.40620370853318966,0.285189900809418,2.2758174552852473,8.51711780227293,4.161706726347819,0.18189622374032394
2.00186771137239,0.4664463421426225,1.441005725892433,3.251537923509852,3.5196582251638335,2.472875598025469,2.891092319097931,0.7725899946142014,0.7904112707974914,0.21706782267910069,0.46660071229945005,1.0055478137553528,0.40620368415259006,0.2851899063763473,2.2758176603689555,8.517438268108124,4.161706080429354,0.18189621142840492
2.001866282704584,0.4664463545675457,1.4410058212414807,3.2515383551499815,3.5196581278418617,2.4728755596034833,2.891092578120105,0.772590089986546,0.7904112607244405,0.21706782338171438,0.46660072393097196,1.0055478396844473,0.40620367046177935,0.2851899164543369,2.275817622166083,8.517771542631184,4.161705949639276,0.181896143253021
2.001866055503861,0.4664463489085882,1.4410058201285285,3.2515382756203546,3.5196581281560904,2.4728754768656573,2.891092729344718,0.7725900606278496,0.7904112399584423,0.2170678165371209,0.4666007216070977,1.0055478614089162,0.4062036595552193,0.28518991517191783,2.275817532617175,8.518033244191622,4.161704687604065,0.1818961468481715
2.0018628884721132,0.4664463912269838,1.4410057730365602,3.2515384360015034,3.519657897192229,2.472875412973703,2.8910931358300536,0.7725900832755028,0.7904113205635391,0.21706778986888373,0.4666008427839367,1.0055479127445501,0.4062036758743372,0.2851898950347869,2.2758176208217598,8.51934475869802,4.16170064780043,0.18189639772215008
2.001862480858785,0.46644638246396963,1.4410057304373256,3.251538616562277,3.5196580689840533,2.472875370112777,2.891093113400498,0.7725900609781128,0.7904113257174988,0.21706778980786137,0.4666008814908945,1.0055478865146088,0.40620367782423367,0.28518988736887757,2.2758176400573134,8.519681098897257,4.161701569924748,0.18189641015694327
2.0018594158686027,0.46644635821370395,1.4410058445920433,3.2515392086568187,3.5196578849184217,2.4728754850914276,2.891092930531111,0.7725900617875094,0.7904114483830583,0.2170677708993083,0.46660081787516827,1.0055480092763998,0.40620367868174734,0.2851898478262167,2.275817620208951,8.519982026435002,4.16170315107691,0.18189640588272665
2.001859002014801,0.4664463509399969,1.4410057732962676,3.2515392005580184,3.519657747827096,2.4728753559513255,2.89109305960178,0.7725900854767298,0.7904114708206091,0.21706777438775035,0.46660077812762674,1.005548019218848,0.40620368619393726,0.2851898652202481,2.275817667976608,8.520306129727889,4.161700138915052,0.18189648022965407
2.001810078078615,0.46644674888720533,1.4410064977225703,3.2515399557297444,3.519658034976254,2.4728751097448773,2.891093893917122,0.7725898976648528,0.7904113939507132,0.21706791920091761,0.466600907531076,1.0055479667504383,0.40620365832273864,0.2851898268984324,2.2758171399214944,8.52064747127068,4.161700193615324,0.18189645283445993
