mu[1],mu[2],mu[3],mu[4],sigma[1],sigma[2],sigma[3],sigma[4],sigma_mu,sigma_sigma,mu,sigma
2.0807300063725718,2.006385532966118,1.990251436207557,1.74870189377687,0.8326135269996557,0.8192410979677033,0.6407336003588564,0.7284266390173636,0.12038883395199208,0.0907682137214782,2.0106901674201407,0.7494342323803431
2.075497173662116,2.0329252331001353,1.9900630190590745,1.7926571439756231,0.8445465271235065,0.8219396991851794,0.6336292258053845,0.7778698384358078,0.19569797516082357,0.09540233818697749,2.0176623791452446,0.7542353861974801
2.0815819870253294,2.0173966822367055,1.9965048811615362,1.76218417060858,0.8472668568613543,0.8273725238687646,0.6386583802575572,0.7714118450569013,0.1565373804499487,0.10349611478955265,2.013960048053355,0.7538976677770939
2.0786979280701745,2.0253110861525934,1.9888672973550634,1.8159618750703435,0.8307453702711135,0.8157855714795493,0.6421132769180684,0.7361931967997462,0.11223836721891897,0.07736904160401357,2.01941716521977,0.7577472526167505
2.0782786653211054,2.0136761844115596,1.993577341140547,1.7719275553193161,0.8367836772001626,0.8216981801755706,0.6382395910217629,0.7572928411334461,0.14148613526954665,0.09548688843056846,2.020752377776468,0.7553258349446675
2.0746463545213296,2.002648542418819,1.9812168017928018,1.7682389797200502,0.8373432031345212,0.8295438735020497,0.6375420380700615,0.7516678026319714,0.12618822425276643,0.10012988531684923,2.0114721178797486,0.7499170064502467
2.0868815274097385,2.0314427953419494,1.989093171547605,1.8147066478766471,0.8411032775097993,0.8299109305267122,0.6368507540997602,0.751007085133102,0.08858676189837528,0.075790268662294,2.0139934919534546,0.7480733501175543
2.0744848414667265,2.008190589088045,1.9958906192627859,1.7428297125516257,0.8355525417896894,0.8148519128553268,0.6442377425525448,0.7454922664768392,0.18347147715044548,0.1020203507517027,2.018887991011181,0.7524685567972965
2.085681466903848,2.034778947500822,1.9917607558419528,1.8229587255032835,0.8392250339532409,0.8315134511365384,0.6352188724315269,0.7509728860618061,0.10981066629048218,0.10648208165499186,2.016087564982002,0.7528620757946365
2.072192702576729,2.0097248891092763,1.9942287637971943,1.7574735721046122,0.8368378744328204,0.8144228174166032,0.6462518004485102,0.7442833782571463,0.1870469711712629,0.08456829219609222,2.0159705571103985,0.7500174041085136
2.0796710892667285,2.028553558831409,1.985107676098986,1.806122533733032,0.8363883394047393,0.8301422376634895,0.6336639362499817,0.7460701673168931,0.11785136312617982,0.10320944299277597,2.0182617616393803,0.7513278100458947
2.0777199269744,2.008750833975291,1.9974083837321226,1.7565525661736097,0.8364194378982586,0.8110934066939331,0.6427131694378754,0.7580135073288748,0.17244693970567926,0.07998897059956916,2.026917587606542,0.7502527755723359
2.0760331439999966,2.0327732552401736,1.9830431150954317,1.8120748721837412,0.8321798067142675,0.8259780686705122,0.6378765258528519,0.7543656855798807,0.11425726792938871,0.22942779548320297,2.0206903285073143,0.7497414026437521
2.077524739364454,2.0070738135112283,1.9947092606329069,1.7812375431498908,0.8412302679442648,0.8135302681648323,0.6417542922195724,0.7436169273289439,0.12252572562017681,0.06139982068054688,2.0206903285073143,0.7497414026437521
2.079760666728792,2.0322050630237407,1.9865041715442215,1.7741905865054375,0.8341736213564999,0.8316340928851993,0.6355769625691592,0.7650554288975299,0.24780924239659374,0.14639801431811608,2.0123822764589137,0.7480084901668199
2.0714901705837745,2.0156084575077147,1.9979523096246974,1.7906378115953367,0.8383940984264642,0.8158428412937745,0.6419823024074087,0.7160763522854281,0.09931519091813769,0.06925996545854726,2.0099418637911493,0.7563198145836443
2.0648915281218025,2.02116855014203,1.9899565023617556,1.771813973152548,0.8359723657547241,0.8099465868805632,0.6365573478143631,0.7235702676153709,0.2796402873658263,0.08279130711348581,2.0119142847400657,0.7564071595198717
2.0938391109892818,2.0253082345575946,1.9930297085015085,1.7599797994675637,0.8369490665010293,0.8310442296229079,0.6455410275694563,0.7754528731327056,0.09946290781095736,0.09658554816120037,2.0198312167674026,0.7488119757529712
