mu[1],mu[2],mu[3],mu[4],sigma[1],sigma[2],sigma[3],sigma[4],g[1],g[2],g[3],g[4],sigma_mu,sigma_sigma,sigma_g,mu,sigma,g
1.9262130209836748,1.8369614417455824,1.8583554135205052,1.7420700350490599,0.9407549673184252,0.739986498774365,0.7965827569539782,1.011008344860778,1.9825909683061966,1.783413335027431,1.9742723599427383,2.802821497390678,0.10672620578504129,0.23159423064115708,0.5157153481811453,1.855939429245038,0.8178258583460122,1.904611697501522
1.930432366077879,1.8335428980446973,1.8364961928510695,1.7469873253720196,0.9466730661392682,0.7469797230095423,0.7851879434522416,1.0318010574735883,1.9926212640547485,1.8113010905206197,1.9467765234598768,2.8947357330629773,0.37934863199224983,0.1157987244256166,1.9019999452452225,1.853918540788455,0.8271258915224747,1.927856639204483
1.9239162284532771,1.8425976828979393,1.8574824107904322,1.7470146129114004,0.917749679318545,0.7566949023097189,0.7732315432739957,0.9810275803548452,1.9378426384047174,1.8172911428903173,1.9205919370517677,2.6772445338557462,0.06258135820818027,0.15711663577372378,0.25493255721316604,1.8527597498736614,0.8273421592682078,1.9268992013382846
1.9299426211106219,1.829830001678576,1.8377123121358252,1.7318287582979472,0.9476775745742938,0.7380905461547295,0.787229325533126,0.9735723940220192,1.9985850969600465,1.782026553502658,1.9445980253423545,2.6455544660598234,0.09744021404321583,0.15461066381230842,1.174852174075541,1.8561227455457612,0.8215661118815143,1.9179621381526857
1.9212991978893155,1.845353480803749,1.8537072986709873,1.7532254965194893,0.9441234177887117,0.7336935260449643,0.7878683921892031,1.0275136618571437,1.972704899628803,1.7737362149511833,1.9517430051946982,2.86757348856639,0.06603471446309744,0.13309432713032873,0.45771643841904003,1.8555394313119546,0.8222512190019818,1.918555941216938
1.9206254665625055,1.8437899509018842,1.852774487281285,1.7491444634268065,0.9432315941350482,0.7352852165286631,0.7795017138420778,1.0334502660078266,1.984020921955087,1.7862509384720324,1.9513970297374776,2.8465277685388966,0.13058410116464927,0.1137397931077835,0.44430731071224444,1.8562910886231678,0.8231554121639264,1.9181239936937815
1.9358747723191387,1.845795451027426,1.8423062360828415,1.7545000003317546,0.9613900357989675,0.7483695514196813,0.7850690961039762,1.005641556813825,2.0340898265891774,1.8053559130471508,1.9659523721231138,2.8028297766352184,0.29533007399560723,0.10213738302589583,1.7044341467438753,1.8606976951121692,0.8183347328814797,1.9200187854178938
1.9228410585145015,1.8285506767012316,1.8514701273594925,1.7296887033281838,0.9552521337911465,0.7794079906553164,0.790809941297807,0.9787189592204866,2.033247752350454,1.8984879105884702,1.979537164104617,2.628810192212746,0.0660156245117214,0.2192169249183897,0.4252573200583648,1.8490150643387055,0.8230914963600925,1.9107052025890559
1.9245974906149084,1.8303343524418125,1.854470139150096,1.7277121707043117,0.9567353885237405,0.7779621007967583,0.7985239942878151,0.9829433260327455,2.011402991250141,1.8738673395852707,1.9653941663360388,2.631111813892301,0.09312995147728555,0.19256075971219952,0.6587699557822536,1.8612526336263917,0.831561629551525,1.9307829066772109
1.9291862327505054,1.845483534074248,1.834097920774951,1.7578636727436128,0.9134371483621001,0.7539982010142137,0.7882484945641135,1.0225932545144323,1.9157356605866553,1.8193103594347395,1.9416880480648548,2.9404392464952007,0.06528281706378282,0.10584665123954912,0.7125423395022015,1.86159401868727,0.8279164629028064,1.9436616205833905
1.923585956069015,1.8291367808594723,1.861340511658405,1.7294845001402828,0.9109498541309253,0.7652835585039987,0.7850737776799337,0.9859725980624331,1.9318064287258436,1.8476796373724533,1.9504372571059387,2.748971332404864,0.3110973619354018,0.15753169469794764,1.807472324526634,1.8595858054618102,0.8302715309537103,1.945026711679547
1.9252715281336363,1.8421480948860829,1.8416224850535892,1.7367694621192016,0.9344151821232752,0.7478344028604467,0.7919221887331305,1.0051137103896504,1.9862408185581382,1.8114663968323006,1.9679705032443908,2.8221153263605068,0.1023718981556588,0.2694905259998902,1.045003787663398,1.859180912190418,0.8140855628320088,1.9042317693294328
1.9251024146006177,1.8304431169032607,1.8550685914894796,1.7697789322186932,0.9393831818822058,0.763058590558851,0.7943687495095929,1.005265105725641,1.9895506687530538,1.8298575730853173,1.9769733969330177,2.71658244777246,0.06377480494559816,0.1719914925656853,0.9344496549307509,1.8512287027964585,0.8254215310684753,1.925189587309276
1.9323710732861543,1.8427688808185385,1.8404798638519586,1.7208822708504066,0.9726801897181172,0.749484234243816,0.7752284268656641,1.0230948216374665,2.048133485768818,1.8143985702756915,1.906592802059186,2.816816571522758,0.12258780918099668,0.11884810474669895,0.5696221274070506,1.8590822799549287,0.8320713570621154,1.9412752361027437
1.9254635287661335,1.8318726785103367,1.8552172509208233,1.772506524226305,0.9755321674805694,0.768967938889474,0.7857714583306042,1.003472102160689,2.055865468703418,1.8506702727862399,1.9627500607594512,2.7735680246536636,0.1620746616516437,0.20405385600219356,2.04814305718799,1.8582795738344848,0.8302958448480896,1.9417355904252953
1.9354709287711755,1.8363709198799454,1.8446501363324013,1.7340662535228566,0.9722329274747693,0.7696613011779961,0.7936921951074579,1.003111142730509,2.0406663934151568,1.8543759540323705,1.9730830926583418,2.7638270283551893,0.3564909906650869,0.14632588414119627,1.0297892700293008,1.8512600706387021,0.8320981944015556,1.941607817341509
