week,variant,stat,theta,Alpha,Delta,Gamma,Mu,Omicron,Other,weekly_count_variants
26,Delta,q025,0.6740221146824318,0.0,66.0,2.0,23.0,0.0,1.0,91.0
26,Delta,q975,0.7390429591811827,0.0,66.0,2.0,23.0,0.0,1.0,91.0
27,Delta,mean,0.7770988805051887,0.0,86.0,1.0,19.0,0.0,1.0,106.0
27,Delta,q025,0.7467289832224477,0.0,86.0,1.0,19.0,0.0,1.0,106.0
27,Delta,q975,0.8067571608043672,0.0,86.0,1.0,19.0,0.0,1.0,106.0
28,Delta,mean,0.8344795834302214,0.0,98.0,1.0,21.0,0.0,0.0,120.0
28,Delta,q025,0.8071831772220358,0.0,98.0,1.0,21.0,0.0,0.0,120.0
28,Delta,q975,0.8604240267663782,0.0,98.0,1.0,21.0,0.0,0.0,120.0
29,Delta,mean,0.8793095216978182,0.0,39.0,1.0,11.0,0.0,1.0,51.0
29,Delta,q025,0.8555809631101639,0.0,39.0,1.0,11.0,0.0,1.0,51.0
29,Delta,q975,0.9013591828470603,0.0,39.0,1.0,11.0,0.0,1.0,51.0
30,Delta,mean,0.913183492079962,0.0,33.0,0.0,4.0,0.0,2.0,37.0
30,Delta,q025,0.8932895322051558,0.0,33.0,0.0,4.0,0.0,2.0,37.0
30,Delta,q975,0.9309589176778192,0.0,33.0,0.0,4.0,0.0,2.0,37.0
31,Delta,mean,0.9380789578240384,0.0,28.0,0.0,3.0,0.0,0.0,31.0
31,Delta,q025,0.9219601303060715,0.0,28.0,0.0,3.0,0.0,0.0,31.0
31,Delta,q975,0.9521015286230058,0.0,28.0,0.0,3.0,0.0,0.0,31.0
32,Delta,mean,0.9557991551778785,0.0,72.0,0.0,2.0,0.0,1.0,74.0
32,Delta,q025,0.9428766396687389,0.0,72.0,0.0,2.0,0.0,1.0,74.0
32,Delta,q975,0.9667580335439011,0.0,72.0,0.0,2.0,0.0,1.0,74.0
33,Delta,mean,0.9674462863972941,0.0,88.0,0.0,3.0,0.0,1.0,91.0
33,Delta,q025,0.9572064476640226,0.0,88.0,0.0,3.0,0.0,1.0,91.0
33,Delta,q975,0.9760355315782074,0.0,88.0,0.0,3.0,0.0,1.0,91.0
34,Delta,mean,0.9724204973621395,0.0,74.0,0.0,2.0,0.0,0.0,76.0
34,Delta,q025,0.9633208092690939,0.0,74.0,0.0,2.0,0.0,0.0,76.0
34,Delta,q975,0.9798992808692056,0.0,74.0,0.0,2.0,0.0,0.0,76.0
35,Delta,mean,0.9656045088391283,0.0,85.0,0.0,2.0,0.0,0.0,87.0
35,Delta,q025,0.9524424283743032,0.0,85.0,0.0,2.0,0.0,0.0,87.0
35,Delta,q975,0.9756367207106,0.0,85.0,0.0,2.0,0.0,0.0,87.0
36,Delta,mean,0.929781321867396,0.0,87.0,0.0,0.0,0.0,2.0,87.0
36,Delta,q025,0.9040976417959318,0.0,87.0,0.0,0.0,0.0,2.0,87.0
36,Delta,q975,0.9510078735962252,0.0,87.0,0.0,0.0,0.0,2.0,87.0
37,Delta,mean,0.8230033530918275,0.0,42.0,0.0,1.0,8.0,1.0,51.0
37,Delta,q025,0.7801179078641668,0.0,42.0,0.0,1.0,8.0,1.0,51.0
37,Delta,q975,0.863795907381331,0.0,42.0,0.0,1.0,8.0,1.0,51.0
38,Delta,mean,0.5978265173674593,0.0,84.0,0.0,1.0,36.0,8.0,121.0
38,Delta,q025,0.5440640519177166,0.0,84.0,0.0,1.0,36.0,8.0,121.0
38,Delta,q975,0.6521490175817142,0.0,84.0,0.0,1.0,36.0,8.0,121.0
39,Delta,mean,0.3169164810518494,0.0,22.0,0.0,0.0,69.0,10.0,91.0
39,Delta,q025,0.269988039628872,0.0,22.0,0.0,0.0,69.0,10.0,91.0
39,Delta,q975,0.36515629730112575,0.0,22.0,0.0,0.0,69.0,10.0,91.0
40,Delta,mean,0.1262194158686822,0.0,3.0,0.0,0.0,126.0,25.0,129.0
40,Delta,q025,0.0950025387427524,0.0,3.0,0.0,0.0,126.0,25.0,129.0
40,Delta,q975,0.159647962648629,0.0,3.0,0.0,0.0,126.0,25.0,129.0
41,Delta,mean,0.04319031329340505,0.0,7.0,0.0,0.0,216.0,31.0,223.0
41,Delta,q025,0.02826331155574847,0.0,7.0,0.0,0.0,216.0,31.0,223.0
41,Delta,q975,0.060949637844461835,0.0,7.0,0.0,0.0,216.0,31.0,223.0
42,Delta,mean,0.013970980621047971,0.0,0.0,0.0,0.0,35.0,5.0,35.0
42,Delta,q025,0.007822945152176007,0.0,0.0,0.0,0.0,35.0,5.0,35.0
42,Delta,q975,0.021982436848531812,0.0,0.0,0.0,0.0,35.0,5.0,35.0
43,Delta,mean,0.004447632156858716,0.0,0.0,0.0,0.0,57.0,5.0,57.0
43,Delta,q025,0.002131486833802305,0.0,0.0,0.0,0.0,57.0,5.0,57.0
43,Delta,q975,0.007809814243903018,0.0,0.0,0.0,0.0,57.0,5.0,57.0
44,Delta,mean,0.001413031350873829,0.0,0.0,0.0,0.0,20.0,0.0,20.0
44,Delta,q025,0.0005706927424963925,0.0,0.0,0.0,0.0,20.0,0.0,20.0
44,Delta,q975,0.002729686715183268,0.0,0.0,0.0,0.0,20.0,0.0,20.0
45,Delta,mean,0.0004500566101657246,0.0,0.0,0.0,0.0,94.0,4.0,94.0
45,Delta,q025,0.0001527397315739125,0.0,0.0,0.0,0.0,94.0,4.0,94.0
45,Delta,q975,0.0009594015483078755,0.0,0.0,0.0,0.0,94.0,4.0,94.0
46,Delta,mean,0.0001439129654126271,0.0,0.0,0.0,0.0,90.0,11.0,90.0
46,Delta,q025,4.1184249722983405e-05,0.0,0.0,0.0,0.0,90.0,11.0,90.0
46,Delta,q975,0.00034069264587870254,0.0,0.0,0.0,0.0,90.0,11.0,90.0
47,Delta,mean,4.6221061392103766e-05,0.0,0.0,0.0,0.0,41.0,4.0,41.0
47,Delta,q025,1.1053069137448793e-05,0.0,0.0,0.0,0.0,41.0,4.0,41.0
47,Delta,q975,0.00011882829698518005,0.0,0.0,0.0,0.0,41.0,4.0,41.0
48,Delta,mean,1.4912008330385024e-05,0.0,0.0,0.0,0.0,61.0,5.0,61.0
48,Delta,q025,2.97213446993711e-06,0.0,0.0,0.0,0.0,61.0,5.0,61.0
48,Delta,q975,4.2049151458147365e-05,0.0,0.0,0.0,0.0,61.0,5.0,61.0
49,Delta,mean,4.832724244862056e-06,0.0,0.0,0.0,0.0,31.0,3.0,31.0
49,Delta,q025,7.919815133304045e-07,0.0,0.0,0.0,0.0,31.0,3.0,31.0
49,Delta,q975,1.484506941542318e-05,0.0,0.0,0.0,0.0,31.0,3.0,31.0
50,Delta,mean,1.573245267786997e-06,0.0,0.0,0.0,0.0,115.0,6.0,115.0
50,Delta,q025,2.1219773422439247e-07,0.0,0.0,0.0,0.0,115.0,6.0,115.0
50,Delta,q975,5.225751368797326e-06,0.0,0.0,0.0,0.0,115.0,6.0,115.0
51,Delta,mean,5.144391759491728e-07,0.0,0.0,0.0,0.0,76.0,4.0,76.0
51,Delta,q025,5.6970964820902685e-08,0.0,0.0,0.0,0.0,76.0,4.0,76.0
51,Delta,q975,1.8438520339133205e-06,0.0,0.0,0.0,0.0,76.0,4.0,76.0
52,Delta,mean,1.6896186092274747e-07,0.0,1.0,0.0,0.0,104.0,12.0,105.0
52,Delta,q025,1.5356416840551844e-08,0.0,1.0,0.0,0.0,104.0,12.0,105.0
52,Delta,q975,6.508774126854748e-07,0.0,1.0,0.0,0.0,104.0,12.0,105.0
53,Delta,mean,5.573714332599152e-08,0.0,0.0,0.0,0.0,19.0,3.0,19.0
53,Delta,q025,4.059970486035771e-09,0.0,0.0,0.0,0.0,19.0,3.0,19.0
53,Delta,q975,2.2792201579519265e-07,0.0,0.0,0.0,0.0,19.0,3.0,19.0
54,Delta,mean,1.8466616598427198e-08,0.0,0.0,0.0,0.0,61.0,24.0,61.0
54,Delta,q025,1.0860427761280528e-09,0.0,0.0,0.0,0.0,61.0,24.0,61.0
54,Delta,q975,8.013560539157026e-08,0.0,0.0,0.0,0.0,61.0,24.0,61.0
55,Delta,mean,6.144731373703627e-09,0.0,0.0,0.0,0.0,62.0,33.0,62.0
55,Delta,q025,2.904091087181096e-10,0.0,0.0,0.0,0.0,62.0,33.0,62.0
55,Delta,q975,2.8208772222143885e-08,0.0,0.0,0.0,0.0,62.0,33.0,62.0
56,Delta,mean,2.0534255260105494e-09,0.0,0.0,0.0,0.0,71.0,50.0,71.0
56,Delta,q025,7.775112593408855e-11,0.0,0.0,0.0,0.0,71.0,50.0,71.0
56,Delta,q975,9.975901687509925e-09,0.0,0.0,0.0,0.0,71.0,50.0,71.0
57,Delta,mean,6.891349808237892e-10,0.0,0.0,0.0,0.0,96.0,36.0,96.0
57,Delta,q025,2.0684029994285568e-11,0.0,0.0,0.0,0.0,96.0,36.0,96.0
57,Delta,q975,3.520506904740372e-09,0.0,0.0,0.0,0.0,96.0,36.0,96.0
58,Delta,mean,2.3225710055990143e-10,0.0,0.0,0.0,0.0,18.0,9.0,18.0
58,Delta,q025,5.533564334336756e-12,0.0,0.0,0.0,0.0,18.0,9.0,18.0
58,Delta,q975,1.2443152957806744e-09,0.0,0.0,0.0,0.0,18.0,9.0,18.0
59,Delta,mean,7.860758133353377e-11,0.0,0.0,0.0,0.0,68.0,6.0,68.0
59,Delta,q025,1.4898231020674838e-12,0.0,0.0,0.0,0.0,68.0,6.0,68.0
59,Delta,q975,4.363718995298994e-10,0.0,0.0,0.0,0.0,68.0,6.0,68.0
60,Delta,mean,2.6716724712668635e-11,0.0,0.0,0.0,0.0,50.0,6.0,50.0
60,Delta,q025,3.998715744254211e-13,0.0,0.0,0.0,0.0,50.0,6.0,50.0
60,Delta,q975,1.5448800819488023e-10,0.0,0.0,0.0,0.0,50.0,6.0,50.0
61,Delta,mean,9.11841101448211e-12,0.0,0.0,0.0,0.0,76.0,4.0,76.0
61,Delta,q025,1.066842752438416e-13,0.0,0.0,0.0,0.0,76.0,4.0,76.0
61,Delta,q975,5.473116642942946e-11,0.0,0.0,0.0,0.0,76.0,4.0,76.0
62,Delta,mean,3.1251236707585725e-12,0.0,0.0,0.0,0.0,5.0,2.0,5.0
62,Delta,q025,2.854223298485414e-14,0.0,0.0,0.0,0.0,5.0,2.0,5.0
62,Delta,q975,1.9324651435457272e-11,0.0,0.0,0.0,0.0,5.0,2.0,5.0
63,Delta,mean,1.0755318124501603e-12,0.0,2.0,0.0,0.0,70.0,22.0,72.0
63,Delta,q025,7.652765126000478e-15,0.0,2.0,0.0,0.0,70.0,22.0,72.0
63,Delta,q975,6.8189057188745705e-12,0.0,2.0,0.0,0.0,70.0,22.0,72.0
64,Delta,mean,3.7169271838265614e-13,0.0,0.0,0.0,0.0,82.0,16.0,82.0
64,Delta,q025,2.0675965521484104e-15,0.0,0.0,0.0,0.0,82.0,16.0,82.0
64,Delta,q975,2.3999771761517767e-12,0.0,0.0,0.0,0.0,82.0,16.0,82.0
65,Delta,mean,1.2898729453798906e-13,0.0,0.0,0.0,0.0,144.0,1.0,144.0
65,Delta,q025,5.586171211598142e-16,0.0,0.0,0.0,0.0,144.0,1.0,144.0
65,Delta,q975,8.45636898330171e-13,0.0,0.0,0.0,0.0,144.0,1.0,144.0
66,Delta,mean,4.494792229920771e-14,0.0,0.0,0.0,0.0,49.0,0.0,49.0
66,Delta,q025,1.5092587555278686e-16,0.0,0.0,0.0,0.0,49.0,0.0,49.0
66,Delta,q975,2.9774089941124715e-13,0.0,0.0,0.0,0.0,49.0,0.0,49.0
67,Delta,mean,1.572787052958767e-14,0.0,0.0,0.0,0.0,49.0,4.0,49.0
67,Delta,q025,4.07768970387863e-17,0.0,0.0,0.0,0.0,49.0,4.0,49.0
67,Delta,q975,1.0462153861777032e-13,0.0,0.0,0.0,0.0,49.0,4.0,49.0
68,Delta,mean,5.526185104004381e-15,0.0,0.0,0.0,0.0,38.0,1.0,38.0
68,Delta,q025,1.098118678960671e-17,0.0,0.0,0.0,0.0,38.0,1.0,38.0
68,Delta,q975,3.6810008584206255e-14,0.0,0.0,0.0,0.0,38.0,1.0,38.0
69,Delta,mean,1.949724002054654e-15,0.0,0.0,0.0,0.0,35.0,1.0,35.0
69,Delta,q025,2.9326596178715737e-18,0.0,0.0,0.0,0.0,35.0,1.0,35.0
69,Delta,q975,1.3013975129370052e-14,0.0,0.0,0.0,0.0,35.0,1.0,35.0
0,Gamma,mean,0.2925300924517974,2.0,0.0,4.0,6.0,0.0,5.0,12.0
0,Gamma,q025,0.20897363082349465,2.0,0.0,4.0,6.0,0.0,5.0,12.0
0,Gamma,q975,0.3738722228656578,2.0,0.0,4.0,6.0,0.0,5.0,12.0
1,Gamma,mean,0.3148487795941236,3.0,0.0,4.0,4.0,0.0,15.0,11.0
1,Gamma,q025,0.2500323477140518,3.0,0.0,4.0,4.0,0.0,15.0,11.0
1,Gamma,q975,0.3820647105277119,3.0,0.0,4.0,4.0,0.0,15.0,11.0
2,Gamma,mean,0.3222242277293689,6.0,0.0,17.0,23.0,0.0,21.0,46.0
2,Gamma,q025,0.26526085305991737,6.0,0.0,17.0,23.0,0.0,21.0,46.0
2,Gamma,q975,0.3807522914355426,6.0,0.0,17.0,23.0,0.0,21.0,46.0
3,Gamma,mean,0.31736078613906127,10.0,0.0,10.0,36.0,0.0,10.0,56.0
3,Gamma,q025,0.26452432829473205,10.0,0.0,10.0,36.0,0.0,10.0,56.0
3,Gamma,q975,0.3713789946194607,10.0,0.0,10.0,36.0,0.0,10.0,56.0
4,Gamma,mean,0.3043491144013109,1.0,0.0,15.0,33.0,0.0,12.0,49.0
4,Gamma,q025,0.2557064106688966,1.0,0.0,15.0,33.0,0.0,12.0,49.0
4,Gamma,q975,0.3534228333129502,1.0,0.0,15.0,33.0,0.0,12.0,49.0
5,Gamma,mean,0.286717701564948,0.0,0.0,11.0,31.0,0.0,9.0,42.0
5,Gamma,q025,0.2424518366418313,0.0,0.0,11.0,31.0,0.0,9.0,42.0
5,Gamma,q975,0.332105384340247,0.0,0.0,11.0,31.0,0.0,9.0,42.0
6,Gamma,mean,0.2669014745274033,0.0,0.0,6.0,10.0,0.0,0.0,16.0
6,Gamma,q025,0.22756553176469446,0.0,0.0,6.0,10.0,0.0,0.0,16.0
6,Gamma,q975,0.30769848483333934,0.0,0.0,6.0,10.0,0.0,0.0,16.0
7,Gamma,mean,0.2464079821379556,0.0,1.0,11.0,26.0,0.0,15.0,38.0
7,Gamma,q025,0.2119137578225706,0.0,1.0,11.0,26.0,0.0,15.0,38.0
7,Gamma,q975,0.2825382793049792,0.0,1.0,11.0,26.0,0.0,15.0,38.0
8,Gamma,mean,0.2261167561134304,0.0,1.0,8.0,11.0,0.0,7.0,20.0
8,Gamma,q025,0.19583859391657976,0.0,1.0,8.0,11.0,0.0,7.0,20.0
8,Gamma,q975,0.2585559528017598,0.0,1.0,8.0,11.0,0.0,7.0,20.0
9,Gamma,mean,0.20651818150862034,1.0,0.0,5.0,11.0,0.0,2.0,17.0
9,Gamma,q025,0.17961492165032295,1.0,0.0,5.0,11.0,0.0,2.0,17.0
9,Gamma,q975,0.23573693997633616,1.0,0.0,5.0,11.0,0.0,2.0,17.0
10,Gamma,mean,0.18786885286301103,0.0,0.0,10.0,26.0,0.0,1.0,36.0
10,Gamma,q025,0.16406541693187152,0.0,0.0,10.0,26.0,0.0,1.0,36.0
10,Gamma,q975,0.21413890595296245,0.0,0.0,10.0,26.0,0.0,1.0,36.0
11,Gamma,mean,0.17028474843616898,0.0,0.0,1.0,14.0,0.0,1.0,15.0
11,Gamma,q025,0.1488259447293197,0.0,0.0,1.0,14.0,0.0,1.0,15.0
11,Gamma,q975,0.19349640149674754,0.0,0.0,1.0,14.0,0.0,1.0,15.0
12,Gamma,mean,0.1537953659659875,0.0,0.0,4.0,20.0,0.0,2.0,24.0
12,Gamma,q025,0.13410099872329823,0.0,0.0,4.0,20.0,0.0,2.0,24.0
12,Gamma,q975,0.17494294567939653,0.0,0.0,4.0,20.0,0.0,2.0,24.0
13,Gamma,mean,0.13837509552049312,0.0,0.0,5.0,20.0,0.0,1.0,25.0
13,Gamma,q025,0.12000501984728423,0.0,0.0,5.0,20.0,0.0,1.0,25.0
13,Gamma,q975,0.15790689537495967,0.0,0.0,5.0,20.0,0.0,1.0,25.0
14,Gamma,mean,0.1239619536725772,0.0,1.0,10.0,57.0,0.0,1.0,68.0
14,Gamma,q025,0.10678635301429101,0.0,1.0,10.0,57.0,0.0,1.0,68.0
14,Gamma,q975,0.14222309136081082,0.0,1.0,10.0,57.0,0.0,1.0,68.0
15,Gamma,mean,0.11046986469718668,0.0,2.0,9.0,102.0,0.0,3.0,113.0
15,Gamma,q025,0.09429583347893931,0.0,2.0,9.0,102.0,0.0,3.0,113.0
15,Gamma,q975,0.12782154434913667,0.0,2.0,9.0,102.0,0.0,3.0,113.0
16,Gamma,mean,0.09779854394044359,0.0,8.0,15.0,124.0,0.0,4.0,147.0
16,Gamma,q025,0.08249390115034538,0.0,8.0,15.0,124.0,0.0,4.0,147.0
16,Gamma,q975,0.11396919009552779,0.0,8.0,15.0,124.0,0.0,4.0,147.0
17,Gamma,mean,0.08584405459380194,0.0,7.0,7.0,122.0,0.0,10.0,136.0
17,Gamma,q025,0.0714445996063436,0.0,7.0,7.0,122.0,0.0,10.0,136.0
17,Gamma,q975,0.10105403925457519,0.0,7.0,7.0,122.0,0.0,10.0,136.0
18,Gamma,mean,0.07451258627744022,0.0,14.0,8.0,96.0,0.0,10.0,118.0
18,Gamma,q025,0.06100206602136506,0.0,14.0,8.0,96.0,0.0,10.0,118.0
18,Gamma,q975,0.08913006309330974,0.0,14.0,8.0,96.0,0.0,10.0,118.0
19,Gamma,mean,0.06373905965809375,0.0,40.0,9.0,200.0,0.0,2.0,249.0
19,Gamma,q025,0.051194856275320715,0.0,40.0,9.0,200.0,0.0,2.0,249.0
19,Gamma,q975,0.07736689306427345,0.0,40.0,9.0,200.0,0.0,2.0,249.0
20,Gamma,mean,0.05350960335662675,0.0,23.0,10.0,111.0,0.0,1.0,144.0
20,Gamma,q025,0.04226953746790725,0.0,23.0,10.0,111.0,0.0,1.0,144.0
20,Gamma,q975,0.06598711917035423,0.0,23.0,10.0,111.0,0.0,1.0,144.0
21,Gamma,mean,0.043881845002208576,0.0,18.0,5.0,59.0,0.0,2.0,82.0
21,Gamma,q025,0.03388872868365405,0.0,18.0,5.0,59.0,0.0,2.0,82.0
21,Gamma,q975,0.05504095305244527,0.0,18.0,5.0,59.0,0.0,2.0,82.0
22,Gamma,mean,0.03499059167938772,0.0,50.0,4.0,55.0,0.0,2.0,109.0
22,Gamma,q025,0.026488347985063415,0.0,50.0,4.0,55.0,0.0,2.0,109.0
22,Gamma,q975,0.044794013357476875,0.0,50.0,4.0,55.0,0.0,2.0,109.0
23,Gamma,mean,0.027024708991034627,0.0,7.0,0.0,12.0,0.0,0.0,19.0
23,Gamma,q025,0.020023336517260234,0.0,7.0,0.0,12.0,0.0,0.0,19.0
23,Gamma,q975,0.035186491701316255,0.0,7.0,0.0,12.0,0.0,0.0,19.0
24,Gamma,mean,0.020171941788106756,0.0,21.0,1.0,14.0,0.0,0.0,36.0
24,Gamma,q025,0.014594917753335067,0.0,21.0,1.0,14.0,0.0,0.0,36.0
24,Gamma,q975,0.02693288168132504,0.0,21.0,1.0,14.0,0.0,0.0,36.0
25,Gamma,mean,0.01455099946093879,0.0,49.0,2.0,16.0,0.0,0.0,67.0
25,Gamma,q025,0.01029075116332215,0.0,49.0,2.0,16.0,0.0,0.0,67.0
25,Gamma,q975,0.019852780642794377,0.0,49.0,2.0,16.0,0.0,0.0,67.0
26,Gamma,mean,0.010165730214664942,0.0,66.0,2.0,23.0,0.0,1.0,91.0
26,Gamma,q025,0.006994988042054668,0.0,66.0,2.0,23.0,0.0,1.0,91.0
26,Gamma,q975,0.014229643082667616,0.0,66.0,2.0,23.0,0.0,1.0,91.0
27,Gamma,mean,0.006904991063843761,0.0,86.0,1.0,19.0,0.0,1.0,106.0
27,Gamma,q025,0.004605224061191477,0.0,86.0,1.0,19.0,0.0,1.0,106.0
27,Gamma,q975,0.009905052951178186,0.0,86.0,1.0,19.0,0.0,1.0,106.0
28,Gamma,mean,0.004581701363056875,0.0,98.0,1.0,21.0,0.0,0.0,120.0
28,Gamma,q025,0.00296390910853032,0.0,98.0,1.0,21.0,0.0,0.0,120.0
28,Gamma,q975,0.006755967083411778,0.0,98.0,1.0,21.0,0.0,0.0,120.0
29,Gamma,mean,0.0029842154914757526,0.0,39.0,1.0,11.0,0.0,1.0,51.0
29,Gamma,q025,0.0018674036723843326,0.0,39.0,1.0,11.0,0.0,1.0,51.0
29,Gamma,q975,0.004527402440257473,0.0,39.0,1.0,11.0,0.0,1.0,51.0
30,Gamma,mean,0.0019163420933746844,0.0,33.0,0.0,4.0,0.0,2.0,37.0
30,Gamma,q025,0.0011556936206896574,0.0,33.0,0.0,4.0,0.0,2.0,37.0
30,Gamma,q975,0.002995392050859803,0.0,33.0,0.0,4.0,0.0,2.0,37.0
31,Gamma,mean,0.001217658167500984,0.0,28.0,0.0,3.0,0.0,0.0,31.0
31,Gamma,q025,0.000710127908886115,0.0,28.0,0.0,3.0,0.0,0.0,31.0
31,Gamma,q975,0.0019583552367598276,0.0,28.0,0.0,3.0,0.0,0.0,31.0
32,Gamma,mean,0.0007676512999867482,0.0,72.0,0.0,2.0,0.0,1.0,74.0
32,Gamma,q025,0.000431541148439325,0.0,72.0,0.0,2.0,0.0,1.0,74.0
32,Gamma,q975,0.001271950310463225,0.0,72.0,0.0,2.0,0.0,1.0,74.0
33,Gamma,mean,0.0004809205101268431,0.0,88.0,0.0,3.0,0.0,1.0,91.0
33,Gamma,q025,0.000260130095668005,0.0,88.0,0.0,3.0,0.0,1.0,91.0
33,Gamma,q975,0.0008216922459511325,0.0,88.0,0.0,3.0,0.0,1.0,91.0
34,Gamma,mean,0.0002992859099161656,0.0,74.0,0.0,2.0,0.0,0.0,76.0
34,Gamma,q025,0.0001556447165084725,0.0,74.0,0.0,2.0,0.0,0.0,76.0
34,Gamma,q975,0.0005253134757146176,0.0,74.0,0.0,2.0,0.0,0.0,76.0
35,Gamma,mean,0.00018405750627749603,0.0,85.0,0.0,2.0,0.0,0.0,87.0
35,Gamma,q025,9.208049466134125e-05,0.0,85.0,0.0,2.0,0.0,0.0,87.0
35,Gamma,q975,0.00033241614256165,0.0,85.0,0.0,2.0,0.0,0.0,87.0
36,Gamma,mean,0.00010979702602431566,0.0,87.0,0.0,0.0,0.0,2.0,87.0
36,Gamma,q025,5.291148713922017e-05,0.0,87.0,0.0,0.0,0.0,2.0,87.0
36,Gamma,q975,0.0002038661717584375,0.0,87.0,0.0,0.0,0.0,2.0,87.0
37,Gamma,mean,6.022584695034037e-05,0.0,42.0,0.0,1.0,8.0,1.0,51.0
37,Gamma,q025,2.7862047523683263e-05,0.0,42.0,0.0,1.0,8.0,1.0,51.0
37,Gamma,q975,0.000114893911924385,0.0,42.0,0.0,1.0,8.0,1.0,51.0
38,Gamma,mean,2.7114056865710107e-05,0.0,84.0,0.0,1.0,36.0,8.0,121.0
38,Gamma,q025,1.1993701297382075e-05,0.0,84.0,0.0,1.0,36.0,8.0,121.0
38,Gamma,q975,5.355745823372592e-05,0.0,84.0,0.0,1.0,36.0,8.0,121.0
39,Gamma,mean,8.908770322676e-06,0.0,22.0,0.0,0.0,69.0,10.0,91.0
39,Gamma,q025,3.7740097444445995e-06,0.0,22.0,0.0,0.0,69.0,10.0,91.0
39,Gamma,q975,1.8067287238359988e-05,0.0,22.0,0.0,0.0,69.0,10.0,91.0
40,Gamma,mean,2.1993929428595175e-06,0.0,3.0,0.0,0.0,126.0,25.0,129.0
40,Gamma,q025,8.772151377666429e-07,0.0,3.0,0.0,0.0,126.0,25.0,129.0
40,Gamma,q975,4.696682086975336e-06,0.0,3.0,0.0,0.0,126.0,25.0,129.0
41,Gamma,mean,4.6665050917811314e-07,0.0,7.0,0.0,0.0,216.0,31.0,223.0
41,Gamma,q025,1.6644146833438715e-07,0.0,7.0,0.0,0.0,216.0,31.0,223.0
41,Gamma,q975,1.047713599628954e-06,0.0,7.0,0.0,0.0,216.0,31.0,223.0
42,Gamma,mean,9.362884497303505e-08,0.0,0.0,0.0,0.0,35.0,5.0,35.0
42,Gamma,q025,2.9305333471839283e-08,0.0,0.0,0.0,0.0,35.0,5.0,35.0
42,Gamma,q975,2.2442746047572266e-07,0.0,0.0,0.0,0.0,35.0,5.0,35.0
43,Gamma,mean,1.849398238722129e-08,0.0,0.0,0.0,0.0,57.0,5.0,57.0
43,Gamma,q025,5.013380134772057e-09,0.0,0.0,0.0,0.0,57.0,5.0,57.0
43,Gamma,q975,4.798327680100532e-08,0.0,0.0,0.0,0.0,57.0,5.0,57.0
44,Gamma,mean,3.64673237996043e-09,0.0,0.0,0.0,0.0,20.0,0.0,20.0
44,Gamma,q025,8.44562478058955e-10,0.0,0.0,0.0,0.0,20.0,0.0,20.0
44,Gamma,q975,1.0066835524848336e-08,0.0,0.0,0.0,0.0,20.0,0.0,20.0
45,Gamma,mean,7.210979303204365e-10,0.0,0.0,0.0,0.0,94.0,4.0,94.0
45,Gamma,q025,1.4123062219549137e-10,0.0,0.0,0.0,0.0,94.0,4.0,94.0
45,Gamma,q975,2.13294532706558e-09,0.0,0.0,0.0,0.0,94.0,4.0,94.0
46,Gamma,mean,1.431924983091929e-10,0.0,0.0,0.0,0.0,90.0,11.0,90.0
46,Gamma,q025,2.3988374009178067e-11,0.0,0.0,0.0,0.0,90.0,11.0,90.0
46,Gamma,q975,4.552663390094212e-10,0.0,0.0,0.0,0.0,90.0,11.0,90.0
47,Gamma,mean,2.8567016225536766e-11,0.0,0.0,0.0,0.0,41.0,4.0,41.0
47,Gamma,q025,4.087983686276415e-12,0.0,0.0,0.0,0.0,41.0,4.0,41.0
47,Gamma,q975,9.79788376887228e-11,0.0,0.0,0.0,0.0,41.0,4.0,41.0
48,Gamma,mean,5.726229635580492e-12,0.0,0.0,0.0,0.0,61.0,5.0,61.0
48,Gamma,q025,6.898561883076145e-13,0.0,0.0,0.0,0.0,61.0,5.0,61.0
48,Gamma,q975,2.12973874675366e-11,0.0,0.0,0.0,0.0,61.0,5.0,61.0
49,Gamma,mean,1.1532539470890303e-12,0.0,0.0,0.0,0.0,31.0,3.0,31.0
49,Gamma,q025,1.1487502145112574e-13,0.0,0.0,0.0,0.0,31.0,3.0,31.0
49,Gamma,q975,4.5985214521060625e-12,0.0,0.0,0.0,0.0,31.0,3.0,31.0
50,Gamma,mean,2.3335097105809075e-13,0.0,0.0,0.0,0.0,115.0,6.0,115.0
50,Gamma,q025,1.8840388507564417e-14,0.0,0.0,0.0,0.0,115.0,6.0,115.0
50,Gamma,q975,1.0092683702356548e-12,0.0,0.0,0.0,0.0,115.0,6.0,115.0
51,Gamma,mean,4.743425582391427e-14,0.0,0.0,0.0,0.0,76.0,4.0,76.0
51,Gamma,q025,3.0878306058940782e-15,0.0,0.0,0.0,0.0,76.0,4.0,76.0
51,Gamma,q975,2.2117736316650574e-13,0.0,0.0,0.0,0.0,76.0,4.0,76.0
52,Gamma,mean,9.68586103864175e-15,0.0,1.0,0.0,0.0,104.0,12.0,105.0
52,Gamma,q025,5.026040977351164e-16,0.0,1.0,0.0,0.0,104.0,12.0,105.0
52,Gamma,q975,4.838078987665531e-14,0.0,1.0,0.0,0.0,104.0,12.0,105.0
53,Gamma,mean,1.9866049463289165e-15,0.0,0.0,0.0,0.0,19.0,3.0,19.0
53,Gamma,q025,8.301957612537227e-17,0.0,0.0,0.0,0.0,19.0,3.0,19.0
53,Gamma,q975,1.0559934121647678e-14,0.0,0.0,0.0,0.0,19.0,3.0,19.0
