week,variant,stat,theta,Alpha,Delta,Gamma,Mu,Omicron,Other,weekly_count_variants
63,Omicron,mean,0.9999999999989369,0.0,2.0,0.0,0.0,70.0,22.0,72.0
63,Omicron,q025,0.9999999999931812,0.0,2.0,0.0,0.0,70.0,22.0,72.0
63,Omicron,q975,0.9999999999999925,0.0,2.0,0.0,0.0,70.0,22.0,72.0
64,Omicron,mean,0.9999999999996458,0.0,0.0,0.0,0.0,82.0,16.0,82.0
64,Omicron,q025,0.9999999999975999,0.0,0.0,0.0,0.0,82.0,16.0,82.0
64,Omicron,q975,0.999999999999998,0.0,0.0,0.0,0.0,82.0,16.0,82.0
65,Omicron,mean,0.9999999999998895,0.0,0.0,0.0,0.0,144.0,1.0,144.0
65,Omicron,q025,0.9999999999991545,0.0,0.0,0.0,0.0,144.0,1.0,144.0
65,Omicron,q975,0.9999999999999992,0.0,0.0,0.0,0.0,144.0,1.0,144.0
66,Omicron,mean,0.9999999999999676,0.0,0.0,0.0,0.0,49.0,0.0,49.0
66,Omicron,q025,0.9999999999997022,0.0,0.0,0.0,0.0,49.0,0.0,49.0
66,Omicron,q975,0.9999999999999998,0.0,0.0,0.0,0.0,49.0,0.0,49.0
67,Omicron,mean,0.9999999999999921,0.0,0.0,0.0,0.0,49.0,4.0,49.0
67,Omicron,q025,0.9999999999998954,0.0,0.0,0.0,0.0,49.0,4.0,49.0
67,Omicron,q975,1.0,0.0,0.0,0.0,0.0,49.0,4.0,49.0
68,Omicron,mean,0.9999999999999981,0.0,0.0,0.0,0.0,38.0,1.0,38.0
68,Omicron,q025,0.9999999999999633,0.0,0.0,0.0,0.0,38.0,1.0,38.0
68,Omicron,q975,1.0,0.0,0.0,0.0,0.0,38.0,1.0,38.0
69,Omicron,mean,0.9999999999999996,0.0,0.0,0.0,0.0,35.0,1.0,35.0
69,Omicron,q025,0.9999999999999868,0.0,0.0,0.0,0.0,35.0,1.0,35.0
69,Omicron,q975,1.0,0.0,0.0,0.0,0.0,35.0,1.0,35.0
